Coord1,Coord2,Coord3,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
On-road Traction,Water Speed,Water Handling,1478,Donkey Kong,Steel Driver,Roller,Super Glider,13.0,9.0,12.0,8.0,10.0,14.0,18.0,11.0,14.0,8.0,11.0,8.0,8.0
On-road Traction,Water Speed,Water Handling,1479,Donkey Kong,Steel Driver,Roller,Cloud Glider,12.0,10.0,12.0,8.0,11.0,13.0,18.0,12.0,13.0,8.0,11.0,8.0,9.0
On-road Traction,Water Speed,Water Handling,1498,Donkey Kong,Steel Driver,Roller,Wario Wing,14.0,9.0,13.0,7.0,10.0,14.0,17.0,12.0,14.0,8.0,12.0,7.0,8.0
On-road Traction,Water Speed,Water Handling,1499,Donkey Kong,Steel Driver,Roller,Peach Parasol,13.0,10.0,13.0,7.0,11.0,13.0,17.0,12.0,13.0,8.0,12.0,7.0,9.0
On-road Traction,Water Speed,Water Handling,20,Toad,Tanooki Kart,Slim,Wario Wing,10.0,9.0,13.0,12.0,9.0,9.0,9.0,11.0,10.0,16.0,16.0,13.0,15.0
On-road Traction,Water Speed,Water Handling,1341,Baby Peach,Tanooki Kart,Slim,Peach Parasol,6.0,10.0,13.0,13.0,12.0,5.0,6.0,8.0,6.0,19.0,19.0,16.0,19.0
On-road Traction,Water Speed,Water Handling,1340,Baby Peach,Tanooki Kart,Slim,Wario Wing,7.0,9.0,13.0,13.0,11.0,6.0,6.0,8.0,7.0,19.0,19.0,16.0,18.0
On-road Traction,Water Speed,Water Handling,21,Toad,Tanooki Kart,Slim,Peach Parasol,9.0,10.0,13.0,12.0,10.0,8.0,9.0,11.0,9.0,16.0,16.0,13.0,16.0
On-road Traction,Water Speed,Water Handling,392,Baby Rosalina,Tanooki Kart,Slim,Super Glider,6.0,10.0,13.0,12.0,11.0,6.0,7.0,7.0,7.0,18.0,17.0,16.0,17.0
On-road Traction,Water Speed,Water Handling,393,Baby Rosalina,Tanooki Kart,Slim,Cloud Glider,5.0,11.0,13.0,12.0,12.0,5.0,7.0,8.0,6.0,18.0,17.0,16.0,18.0
On-road Traction,Water Speed,Water Handling,937,Tanooki Mario,Steel Driver,Slim,Cloud Glider,11.0,8.0,13.0,6.0,9.0,12.0,13.0,12.0,8.0,11.0,14.0,10.0,12.0
On-road Traction,Water Speed,Water Handling,936,Tanooki Mario,Steel Driver,Slim,Super Glider,12.0,7.0,13.0,6.0,8.0,13.0,13.0,11.0,9.0,11.0,14.0,10.0,11.0
On-road Traction,Water Speed,Water Handling,1350,Baby Rosalina,Tanooki Kart,Slim,Wario Wing,7.0,10.0,14.0,11.0,11.0,6.0,6.0,8.0,7.0,18.0,18.0,15.0,17.0
On-road Traction,Water Speed,Water Handling,1351,Baby Rosalina,Tanooki Kart,Slim,Peach Parasol,6.0,11.0,14.0,11.0,12.0,5.0,6.0,8.0,6.0,18.0,18.0,15.0,18.0
On-road Traction,Water Speed,Water Handling,366,Toadette,Tanooki Kart,Slim,Wario Wing,9.0,10.0,14.0,10.0,10.0,8.0,8.0,10.0,9.0,16.0,16.0,13.0,15.0
On-road Traction,Water Speed,Water Handling,367,Toadette,Tanooki Kart,Slim,Peach Parasol,8.0,11.0,14.0,10.0,11.0,7.0,8.0,10.0,8.0,16.0,16.0,13.0,16.0
On-road Traction,Water Speed,Water Handling,1630,Donkey Kong,Steel Driver,Standard,Super Glider,15.0,7.0,14.0,9.0,7.0,16.0,18.0,13.0,14.0,7.0,10.0,7.0,7.0
On-road Traction,Water Speed,Water Handling,1631,Donkey Kong,Steel Driver,Standard,Cloud Glider,14.0,8.0,14.0,9.0,8.0,15.0,18.0,14.0,13.0,7.0,10.0,7.0,8.0
On-road Traction,Water Speed,Water Handling,995,Tanooki Mario,Steel Driver,Slim,Peach Parasol,12.0,8.0,14.0,5.0,9.0,12.0,12.0,12.0,8.0,11.0,15.0,9.0,12.0
On-road Traction,Water Speed,Water Handling,994,Tanooki Mario,Steel Driver,Slim,Wario Wing,13.0,7.0,14.0,5.0,8.0,13.0,12.0,12.0,9.0,11.0,15.0,9.0,11.0
On-road Traction,Water Speed,Water Handling,1040,Luigi,Tanooki Kart,Slim,Wario Wing,13.0,7.0,15.0,9.0,8.0,12.0,12.0,14.0,13.0,14.0,14.0,11.0,13.0
On-road Traction,Water Speed,Water Handling,1041,Luigi,Tanooki Kart,Slim,Peach Parasol,12.0,8.0,15.0,9.0,9.0,11.0,12.0,14.0,12.0,14.0,14.0,11.0,14.0
On-road Traction,Water Speed,Water Handling,1467,Metal Mario,Steel Driver,Slim,Peach Parasol,17.0,6.0,15.0,5.0,7.0,15.0,15.0,15.0,11.0,9.0,13.0,7.0,10.0
On-road Traction,Water Speed,Water Handling,1466,Metal Mario,Steel Driver,Slim,Wario Wing,18.0,5.0,15.0,5.0,6.0,16.0,15.0,15.0,12.0,9.0,13.0,7.0,9.0
On-road Traction,Water Speed,Water Handling,1635,Donkey Kong,Steel Driver,Off-Road,Cloud Glider,15.0,7.0,15.0,10.0,6.0,16.0,19.0,14.0,11.0,5.0,8.0,6.0,7.0
On-road Traction,Water Speed,Water Handling,1634,Donkey Kong,Steel Driver,Off-Road,Super Glider,16.0,6.0,15.0,10.0,5.0,17.0,19.0,13.0,12.0,5.0,8.0,6.0,6.0
On-road Traction,Water Speed,Water Handling,1562,Rosalina,Steel Driver,Slim,Wario Wing,15.0,5.0,16.0,7.0,7.0,15.0,14.0,14.0,11.0,9.0,13.0,7.0,9.0
On-road Traction,Water Speed,Water Handling,1637,Donkey Kong,Steel Driver,Off-Road,Peach Parasol,16.0,7.0,16.0,9.0,6.0,16.0,18.0,14.0,11.0,5.0,9.0,5.0,7.0
On-road Traction,Water Speed,Water Handling,1636,Donkey Kong,Steel Driver,Off-Road,Wario Wing,17.0,6.0,16.0,9.0,5.0,17.0,18.0,14.0,12.0,5.0,9.0,5.0,6.0
On-road Traction,Water Speed,Water Handling,1612,Donkey Kong,Steel Driver,Slim,Super Glider,15.0,5.0,16.0,5.0,6.0,17.0,17.0,15.0,13.0,8.0,11.0,7.0,8.0
On-road Traction,Water Speed,Water Handling,1613,Donkey Kong,Steel Driver,Slim,Cloud Glider,14.0,6.0,16.0,5.0,7.0,16.0,17.0,16.0,12.0,8.0,11.0,7.0,9.0
On-road Traction,Water Speed,Water Handling,1563,Rosalina,Steel Driver,Slim,Peach Parasol,14.0,6.0,16.0,7.0,8.0,14.0,14.0,14.0,10.0,9.0,13.0,7.0,10.0
On-road Traction,Water Speed,Water Handling,1669,Tanooki Mario,Tanooki Kart,Slim,Peach Parasol,11.0,9.0,17.0,9.0,10.0,10.0,11.0,13.0,11.0,14.0,14.0,11.0,14.0
On-road Traction,Water Speed,Water Handling,1668,Tanooki Mario,Tanooki Kart,Slim,Wario Wing,12.0,8.0,17.0,9.0,9.0,11.0,11.0,13.0,12.0,14.0,14.0,11.0,13.0
On-road Traction,Water Speed,Water Handling,1609,Donkey Kong,Tanooki Kart,Standard,Cloud Glider,13.0,9.0,17.0,13.0,9.0,13.0,17.0,15.0,16.0,10.0,9.0,9.0,10.0
On-road Traction,Water Speed,Water Handling,1620,Donkey Kong,Steel Driver,Slim,Wario Wing,16.0,5.0,17.0,4.0,6.0,17.0,16.0,16.0,13.0,8.0,12.0,6.0,8.0
On-road Traction,Water Speed,Water Handling,1608,Donkey Kong,Tanooki Kart,Standard,Super Glider,14.0,8.0,17.0,13.0,8.0,14.0,17.0,14.0,17.0,10.0,9.0,9.0,9.0
On-road Traction,Water Speed,Water Handling,1621,Donkey Kong,Steel Driver,Slim,Peach Parasol,15.0,6.0,17.0,4.0,7.0,16.0,16.0,16.0,12.0,8.0,12.0,6.0,9.0
On-road Traction,Water Speed,Water Handling,1603,Metal Mario,Tanooki Kart,Slim,Peach Parasol,16.0,7.0,18.0,9.0,8.0,13.0,14.0,16.0,14.0,12.0,12.0,9.0,12.0
On-road Traction,Water Speed,Water Handling,1602,Metal Mario,Tanooki Kart,Slim,Wario Wing,17.0,6.0,18.0,9.0,7.0,14.0,14.0,16.0,15.0,12.0,12.0,9.0,11.0
On-road Traction,Water Speed,Water Handling,1674,Donkey Kong,Tanooki Kart,Off-Road,Super Glider,15.0,7.0,18.0,14.0,6.0,15.0,18.0,14.0,15.0,8.0,7.0,8.0,8.0
On-road Traction,Water Speed,Water Handling,1675,Donkey Kong,Tanooki Kart,Off-Road,Cloud Glider,14.0,8.0,18.0,14.0,7.0,14.0,18.0,15.0,14.0,8.0,7.0,8.0,9.0
On-road Traction,Water Speed,Water Handling,1642,Rosalina,Tanooki Kart,Slim,Wario Wing,14.0,6.0,19.0,11.0,8.0,13.0,13.0,15.0,14.0,12.0,12.0,9.0,11.0
On-road Traction,Water Speed,Water Handling,1643,Rosalina,Tanooki Kart,Slim,Peach Parasol,13.0,7.0,19.0,11.0,9.0,12.0,13.0,15.0,13.0,12.0,12.0,9.0,12.0
On-road Traction,Water Speed,Water Handling,1676,Donkey Kong,Tanooki Kart,Off-Road,Wario Wing,16.0,7.0,19.0,13.0,6.0,15.0,17.0,15.0,15.0,8.0,8.0,7.0,8.0
On-road Traction,Water Speed,Water Handling,1670,Donkey Kong,Tanooki Kart,Slim,Super Glider,14.0,6.0,19.0,9.0,7.0,15.0,16.0,16.0,16.0,11.0,10.0,9.0,10.0
On-road Traction,Water Speed,Water Handling,1671,Donkey Kong,Tanooki Kart,Slim,Cloud Glider,13.0,7.0,19.0,9.0,8.0,14.0,16.0,17.0,15.0,11.0,10.0,9.0,11.0
On-road Traction,Water Speed,Water Handling,1677,Donkey Kong,Tanooki Kart,Off-Road,Peach Parasol,15.0,8.0,19.0,13.0,7.0,14.0,17.0,15.0,14.0,8.0,8.0,7.0,9.0
On-road Traction,Water Speed,Water Handling,1672,Donkey Kong,Tanooki Kart,Slim,Wario Wing,15.0,6.0,20.0,8.0,7.0,15.0,15.0,17.0,16.0,11.0,11.0,8.0,10.0
On-road Traction,Water Speed,Water Handling,1673,Donkey Kong,Tanooki Kart,Slim,Peach Parasol,14.0,7.0,20.0,8.0,8.0,14.0,15.0,17.0,15.0,11.0,11.0,8.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,1672,Toad,Blue Falcon,Roller,Super Glider,4.0,14.0,5.0,12.0,13.0,8.0,9.0,7.0,11.0,14.0,14.0,17.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,1677,Koopa Troopa,Pipe Frame,Roller,Cloud Glider,3.0,18.0,5.0,14.0,18.0,3.0,9.0,4.0,7.0,18.0,16.0,17.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,1676,Koopa Troopa,Pipe Frame,Roller,Super Glider,4.0,17.0,5.0,14.0,17.0,4.0,9.0,3.0,8.0,18.0,16.0,17.0,15.0
On-road Traction,Water Speed,Anti-gravity Handling,1673,Toad,Blue Falcon,Roller,Cloud Glider,3.0,15.0,5.0,12.0,14.0,7.0,9.0,8.0,10.0,14.0,14.0,17.0,14.0
On-road Traction,Water Speed,Anti-gravity Handling,1847,Baby Peach,Blue Falcon,Roller,Cloud Glider,0.0,15.0,5.0,13.0,16.0,4.0,6.0,5.0,7.0,17.0,17.0,20.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,1846,Baby Peach,Blue Falcon,Roller,Super Glider,1.0,14.0,5.0,13.0,15.0,5.0,6.0,4.0,8.0,17.0,17.0,20.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,1870,Baby Peach,Blue Falcon,Button,Super Glider,1.0,13.0,6.0,12.0,14.0,6.0,5.0,6.0,7.0,16.0,16.0,20.0,14.0
On-road Traction,Water Speed,Anti-gravity Handling,1871,Baby Peach,Blue Falcon,Button,Cloud Glider,0.0,14.0,6.0,12.0,15.0,5.0,5.0,7.0,6.0,16.0,16.0,20.0,15.0
On-road Traction,Water Speed,Anti-gravity Handling,2191,Wario,Landship,Roller,Cloud Glider,9.0,14.0,6.0,12.0,14.0,11.0,19.0,11.0,16.0,10.0,10.0,8.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,2190,Wario,Landship,Roller,Super Glider,10.0,13.0,6.0,12.0,13.0,12.0,19.0,10.0,17.0,10.0,10.0,8.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,1648,Baby Peach,Pipe Frame,Roller,Super Glider,2.0,17.0,7.0,14.0,18.0,2.0,7.0,1.0,6.0,20.0,18.0,19.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,1649,Baby Peach,Pipe Frame,Roller,Cloud Glider,1.0,18.0,7.0,14.0,19.0,1.0,7.0,2.0,5.0,20.0,18.0,19.0,18.0
On-road Traction,Water Speed,Anti-gravity Handling,783,Toad,Pipe Frame,Roller,Cloud Glider,4.0,18.0,7.0,13.0,17.0,4.0,10.0,5.0,8.0,17.0,15.0,16.0,15.0
On-road Traction,Water Speed,Anti-gravity Handling,782,Toad,Pipe Frame,Roller,Super Glider,5.0,17.0,7.0,13.0,16.0,5.0,10.0,4.0,9.0,17.0,15.0,16.0,14.0
On-road Traction,Water Speed,Anti-gravity Handling,668,Luigi,Blue Falcon,Roller,Super Glider,7.0,12.0,7.0,9.0,12.0,11.0,12.0,10.0,14.0,12.0,12.0,15.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,669,Luigi,Blue Falcon,Roller,Cloud Glider,6.0,13.0,7.0,9.0,13.0,10.0,12.0,11.0,13.0,12.0,12.0,15.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,1393,Baby Peach,Tanooki Kart,Roller,Cloud Glider,3.0,14.0,8.0,17.0,16.0,2.0,8.0,4.0,7.0,19.0,18.0,18.0,19.0
On-road Traction,Water Speed,Anti-gravity Handling,1778,Baby Peach,Pipe Frame,Button,Super Glider,2.0,16.0,8.0,13.0,17.0,3.0,6.0,3.0,5.0,19.0,17.0,19.0,15.0
On-road Traction,Water Speed,Anti-gravity Handling,1779,Baby Peach,Pipe Frame,Button,Cloud Glider,1.0,17.0,8.0,13.0,18.0,2.0,6.0,4.0,4.0,19.0,17.0,19.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,1392,Baby Peach,Tanooki Kart,Roller,Super Glider,4.0,13.0,8.0,17.0,15.0,3.0,8.0,3.0,8.0,19.0,18.0,18.0,18.0
On-road Traction,Water Speed,Anti-gravity Handling,1287,Baby Peach,Tanooki Kart,Button,Cloud Glider,3.0,13.0,9.0,16.0,15.0,3.0,7.0,6.0,6.0,18.0,17.0,18.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,1547,Baby Peach,Blue Falcon,Slim,Cloud Glider,2.0,11.0,9.0,10.0,12.0,7.0,5.0,9.0,6.0,17.0,17.0,19.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,1546,Baby Peach,Blue Falcon,Slim,Super Glider,3.0,10.0,9.0,10.0,11.0,8.0,5.0,8.0,7.0,17.0,17.0,19.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,2192,Wario,Landship,Off-Road,Super Glider,13.0,10.0,9.0,14.0,8.0,15.0,20.0,12.0,15.0,7.0,7.0,6.0,7.0
On-road Traction,Water Speed,Anti-gravity Handling,1286,Baby Peach,Tanooki Kart,Button,Super Glider,4.0,12.0,9.0,16.0,14.0,4.0,7.0,5.0,7.0,18.0,17.0,18.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,2193,Wario,Landship,Off-Road,Cloud Glider,12.0,11.0,9.0,14.0,9.0,14.0,20.0,13.0,14.0,7.0,7.0,6.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,1274,Baby Peach,Pipe Frame,Standard,Super Glider,4.0,15.0,9.0,15.0,15.0,4.0,7.0,3.0,6.0,19.0,17.0,18.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,164,Luigi,Pipe Frame,Roller,Super Glider,8.0,15.0,9.0,10.0,15.0,8.0,13.0,7.0,12.0,15.0,13.0,14.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,165,Luigi,Pipe Frame,Roller,Cloud Glider,7.0,16.0,9.0,10.0,16.0,7.0,13.0,8.0,11.0,15.0,13.0,14.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,382,Tanooki Mario,Blue Falcon,Roller,Super Glider,6.0,13.0,9.0,9.0,13.0,10.0,11.0,9.0,13.0,12.0,12.0,15.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,383,Tanooki Mario,Blue Falcon,Roller,Cloud Glider,5.0,14.0,9.0,9.0,14.0,9.0,11.0,10.0,12.0,12.0,12.0,15.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,1275,Baby Peach,Pipe Frame,Standard,Cloud Glider,3.0,16.0,9.0,15.0,16.0,3.0,7.0,4.0,5.0,19.0,17.0,18.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,2097,Wario,Steel Driver,Off-Road,Cloud Glider,16.0,6.0,10.0,11.0,5.0,17.0,20.0,15.0,12.0,4.0,7.0,5.0,6.0
On-road Traction,Water Speed,Anti-gravity Handling,2096,Wario,Steel Driver,Off-Road,Super Glider,17.0,5.0,10.0,11.0,4.0,18.0,20.0,14.0,13.0,4.0,7.0,5.0,5.0
On-road Traction,Water Speed,Anti-gravity Handling,2095,Bowser,Landship,Off-Road,Cloud Glider,13.0,11.0,10.0,13.0,9.0,14.0,20.0,13.0,14.0,6.0,6.0,5.0,7.0
On-road Traction,Water Speed,Anti-gravity Handling,2094,Bowser,Landship,Off-Road,Super Glider,14.0,10.0,10.0,13.0,8.0,15.0,20.0,12.0,15.0,6.0,6.0,5.0,6.0
On-road Traction,Water Speed,Anti-gravity Handling,899,Baby Peach,Tanooki Kart,Standard,Cloud Glider,5.0,12.0,10.0,18.0,13.0,4.0,8.0,6.0,7.0,18.0,17.0,17.0,18.0
On-road Traction,Water Speed,Anti-gravity Handling,406,Luigi,Tanooki Kart,Roller,Super Glider,10.0,11.0,10.0,13.0,12.0,9.0,14.0,9.0,14.0,14.0,13.0,13.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,897,Baby Peach,Pipe Frame,Off-Road,Cloud Glider,4.0,15.0,10.0,16.0,14.0,4.0,8.0,4.0,3.0,17.0,15.0,17.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,896,Baby Peach,Pipe Frame,Off-Road,Super Glider,5.0,14.0,10.0,16.0,13.0,5.0,8.0,3.0,4.0,17.0,15.0,17.0,15.0
On-road Traction,Water Speed,Anti-gravity Handling,407,Luigi,Tanooki Kart,Roller,Cloud Glider,9.0,12.0,10.0,13.0,13.0,8.0,14.0,10.0,13.0,14.0,13.0,13.0,14.0
On-road Traction,Water Speed,Anti-gravity Handling,434,Metal Mario,Blue Falcon,Roller,Super Glider,11.0,11.0,10.0,9.0,11.0,13.0,14.0,12.0,16.0,10.0,10.0,13.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,435,Metal Mario,Blue Falcon,Roller,Cloud Glider,10.0,12.0,10.0,9.0,12.0,12.0,14.0,13.0,15.0,10.0,10.0,13.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,510,Tanooki Mario,Blue Falcon,Button,Super Glider,6.0,12.0,10.0,8.0,12.0,11.0,10.0,11.0,12.0,11.0,11.0,15.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,511,Tanooki Mario,Blue Falcon,Button,Cloud Glider,5.0,13.0,10.0,8.0,13.0,10.0,10.0,12.0,11.0,11.0,11.0,15.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,898,Baby Peach,Tanooki Kart,Standard,Super Glider,6.0,11.0,10.0,18.0,12.0,5.0,8.0,5.0,8.0,18.0,17.0,17.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,1971,Bowser,Steel Driver,Off-Road,Cloud Glider,17.0,6.0,11.0,10.0,5.0,17.0,20.0,15.0,12.0,3.0,6.0,4.0,5.0
On-road Traction,Water Speed,Anti-gravity Handling,1459,Baby Peach,Pipe Frame,Slim,Cloud Glider,3.0,14.0,11.0,11.0,15.0,4.0,6.0,6.0,4.0,20.0,18.0,18.0,18.0
On-road Traction,Water Speed,Anti-gravity Handling,1970,Bowser,Steel Driver,Off-Road,Super Glider,18.0,5.0,11.0,10.0,4.0,18.0,20.0,14.0,13.0,3.0,6.0,4.0,4.0
On-road Traction,Water Speed,Anti-gravity Handling,1963,Donkey Kong,Landship,Roller,Cloud Glider,8.0,15.0,11.0,11.0,15.0,10.0,18.0,10.0,15.0,11.0,11.0,9.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,1962,Donkey Kong,Landship,Roller,Super Glider,9.0,14.0,11.0,11.0,14.0,11.0,18.0,9.0,16.0,11.0,11.0,9.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,64,Tanooki Mario,Pipe Frame,Roller,Super Glider,7.0,16.0,11.0,10.0,16.0,7.0,12.0,6.0,11.0,15.0,13.0,14.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,1458,Baby Peach,Pipe Frame,Slim,Super Glider,4.0,13.0,11.0,11.0,14.0,5.0,6.0,5.0,5.0,20.0,18.0,18.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,65,Tanooki Mario,Pipe Frame,Roller,Cloud Glider,6.0,17.0,11.0,10.0,17.0,6.0,12.0,7.0,10.0,15.0,13.0,14.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,740,Baby Peach,Tanooki Kart,Off-Road,Super Glider,7.0,10.0,11.0,19.0,10.0,6.0,9.0,5.0,6.0,16.0,15.0,16.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,741,Baby Peach,Tanooki Kart,Off-Road,Cloud Glider,6.0,11.0,11.0,19.0,11.0,5.0,9.0,6.0,5.0,16.0,15.0,16.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,299,Baby Rosalina,Tanooki Kart,Off-Road,Cloud Glider,6.0,12.0,12.0,17.0,11.0,5.0,9.0,6.0,5.0,15.0,14.0,15.0,16.0
On-road Traction,Water Speed,Anti-gravity Handling,950,Donkey Kong,Blue Falcon,Roller,Super Glider,9.0,11.0,12.0,8.0,11.0,14.0,15.0,13.0,17.0,9.0,9.0,12.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,951,Donkey Kong,Blue Falcon,Roller,Cloud Glider,8.0,12.0,12.0,8.0,12.0,13.0,15.0,14.0,16.0,9.0,9.0,12.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,974,Metal Mario,Pipe Frame,Roller,Super Glider,12.0,14.0,12.0,10.0,14.0,10.0,15.0,9.0,14.0,13.0,11.0,12.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,1094,Baby Peach,Tanooki Kart,Slim,Super Glider,6.0,9.0,12.0,14.0,11.0,6.0,7.0,7.0,7.0,19.0,18.0,17.0,18.0
On-road Traction,Water Speed,Anti-gravity Handling,975,Metal Mario,Pipe Frame,Roller,Cloud Glider,11.0,15.0,12.0,10.0,15.0,9.0,15.0,10.0,13.0,13.0,11.0,12.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,298,Baby Rosalina,Tanooki Kart,Off-Road,Super Glider,7.0,11.0,12.0,17.0,10.0,6.0,9.0,5.0,6.0,15.0,14.0,15.0,15.0
On-road Traction,Water Speed,Anti-gravity Handling,130,Tanooki Mario,Pipe Frame,Button,Super Glider,7.0,15.0,12.0,9.0,15.0,8.0,11.0,8.0,10.0,14.0,12.0,14.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,263,Tanooki Mario,Tanooki Kart,Roller,Cloud Glider,8.0,13.0,12.0,13.0,14.0,7.0,13.0,9.0,12.0,14.0,13.0,13.0,14.0
On-road Traction,Water Speed,Anti-gravity Handling,262,Tanooki Mario,Tanooki Kart,Roller,Super Glider,9.0,12.0,12.0,13.0,13.0,8.0,13.0,8.0,13.0,14.0,13.0,13.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,131,Tanooki Mario,Pipe Frame,Button,Cloud Glider,6.0,16.0,12.0,9.0,16.0,7.0,11.0,9.0,9.0,14.0,12.0,14.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,1095,Baby Peach,Tanooki Kart,Slim,Cloud Glider,5.0,10.0,12.0,14.0,12.0,5.0,7.0,8.0,6.0,19.0,18.0,17.0,19.0
On-road Traction,Water Speed,Anti-gravity Handling,568,Tanooki Mario,Blue Falcon,Slim,Super Glider,8.0,9.0,13.0,6.0,9.0,13.0,10.0,13.0,12.0,12.0,12.0,14.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,577,Luigi,Pipe Frame,Slim,Cloud Glider,9.0,12.0,13.0,7.0,12.0,10.0,12.0,12.0,10.0,15.0,13.0,13.0,13.0
On-road Traction,Water Speed,Anti-gravity Handling,622,Tanooki Mario,Pipe Frame,Standard,Super Glider,9.0,14.0,13.0,11.0,13.0,9.0,12.0,8.0,11.0,14.0,12.0,13.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,623,Tanooki Mario,Pipe Frame,Standard,Cloud Glider,8.0,15.0,13.0,11.0,14.0,8.0,12.0,9.0,10.0,14.0,12.0,13.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,634,Tanooki Mario,Tanooki Kart,Button,Super Glider,9.0,11.0,13.0,12.0,12.0,9.0,12.0,10.0,12.0,13.0,12.0,13.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,635,Tanooki Mario,Tanooki Kart,Button,Cloud Glider,8.0,12.0,13.0,12.0,13.0,8.0,12.0,11.0,11.0,13.0,12.0,13.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,652,Baby Rosalina,Tanooki Kart,Slim,Super Glider,6.0,10.0,13.0,12.0,11.0,6.0,7.0,7.0,7.0,18.0,17.0,16.0,17.0
On-road Traction,Water Speed,Anti-gravity Handling,576,Luigi,Pipe Frame,Slim,Super Glider,10.0,11.0,13.0,7.0,11.0,11.0,12.0,11.0,11.0,15.0,13.0,13.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,569,Tanooki Mario,Blue Falcon,Slim,Cloud Glider,7.0,10.0,13.0,6.0,10.0,12.0,10.0,14.0,11.0,12.0,12.0,14.0,12.0
On-road Traction,Water Speed,Anti-gravity Handling,1016,Donkey Kong,Blue Falcon,Button,Super Glider,9.0,10.0,13.0,7.0,10.0,15.0,14.0,15.0,16.0,8.0,8.0,12.0,6.0
On-road Traction,Water Speed,Anti-gravity Handling,1017,Donkey Kong,Blue Falcon,Button,Cloud Glider,8.0,11.0,13.0,7.0,11.0,14.0,14.0,16.0,15.0,8.0,8.0,12.0,7.0
On-road Traction,Water Speed,Anti-gravity Handling,1030,Rosalina,Pipe Frame,Roller,Super Glider,9.0,14.0,13.0,12.0,15.0,9.0,14.0,8.0,13.0,13.0,11.0,12.0,10.0
On-road Traction,Water Speed,Anti-gravity Handling,1031,Rosalina,Pipe Frame,Roller,Cloud Glider,8.0,15.0,13.0,12.0,16.0,8.0,14.0,9.0,12.0,13.0,11.0,12.0,11.0
On-road Traction,Water Speed,Anti-gravity Handling,1046,Metal Mario,Pipe Frame,Button,Super Glider,12.0,13.0,13.0,9.0,13.0,11.0,14.0,11.0,13.0,12.0,10.0,12.0,8.0
On-road Traction,Water Speed,Anti-gravity Handling,1047,Metal Mario,Pipe Frame,Button,Cloud Glider,11.0,14.0,13.0,9.0,14.0,10.0,14.0,12.0,12.0,12.0,10.0,12.0,9.0
On-road Traction,Water Speed,Anti-gravity Handling,653,Baby Rosalina,Tanooki Kart,Slim,Cloud Glider,5.0,11.0,13.0,12.0,12.0,5.0,7.0,8.0,6.0,18.0,17.0,16.0,18.0
