Coord1,Coord2,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Mini-Turbo,Ground Speed,7091,Donkey Kong,Blue Falcon,Slim,Wario Wing,12.0,7.0,17.0,4.0,9.0,17.0,13.0,18.0,16.0,9.0,10.0,10.0,8.0
Mini-Turbo,Ground Speed,7090,Donkey Kong,Blue Falcon,Slim,Super Glider,11.0,7.0,16.0,5.0,9.0,17.0,14.0,17.0,16.0,9.0,9.0,11.0,8.0
Mini-Turbo,Ground Speed,7079,Donkey Kong,Sneeker,Slim,Wario Wing,14.0,6.0,17.0,1.0,9.0,17.0,13.0,17.0,16.0,10.0,9.0,8.0,9.0
Mini-Turbo,Ground Speed,7078,Donkey Kong,Sneeker,Slim,Super Glider,13.0,6.0,16.0,2.0,9.0,17.0,14.0,16.0,16.0,10.0,8.0,9.0,9.0
Mini-Turbo,Ground Speed,7069,Donkey Kong,Prancer,Slim,Wario Wing,13.0,6.0,17.0,3.0,9.0,17.0,14.0,17.0,16.0,10.0,10.0,7.0,10.0
Mini-Turbo,Ground Speed,7021,Bowser,Blue Falcon,Slim,Peach Parasol,13.0,7.0,13.0,4.0,9.0,17.0,14.0,19.0,16.0,7.0,8.0,8.0,7.0
Mini-Turbo,Ground Speed,7138,Wario,Prancer,Standard,Super Glider,13.0,7.0,9.0,9.0,9.0,17.0,17.0,15.0,18.0,8.0,7.0,7.0,8.0
Mini-Turbo,Ground Speed,4633,Bowser,Prancer,Sponge,Wario Wing,14.0,7.0,11.0,8.0,10.0,16.0,14.0,15.0,19.0,6.0,5.0,4.0,7.0
Mini-Turbo,Ground Speed,4646,Bowser,Sneeker,Standard,Cloud Glider,14.0,8.0,10.0,6.0,10.0,16.0,16.0,16.0,17.0,7.0,5.0,7.0,7.0
Mini-Turbo,Ground Speed,4647,Bowser,Sneeker,Standard,Peach Parasol,15.0,8.0,11.0,5.0,10.0,16.0,15.0,16.0,17.0,7.0,6.0,6.0,7.0
Mini-Turbo,Ground Speed,4648,Bowser,Sneeker,Button,Super Glider,13.0,8.0,9.0,4.0,10.0,16.0,15.0,15.0,17.0,7.0,5.0,8.0,5.0
Mini-Turbo,Ground Speed,4649,Bowser,Sneeker,Button,Wario Wing,14.0,8.0,10.0,3.0,10.0,16.0,14.0,16.0,17.0,7.0,6.0,7.0,5.0
Mini-Turbo,Ground Speed,4650,Bowser,Sneeker,Sponge,Super Glider,14.0,7.0,10.0,7.0,10.0,16.0,14.0,14.0,19.0,6.0,3.0,6.0,6.0
Mini-Turbo,Ground Speed,4662,Bowser,Blue Falcon,Sponge,Super Glider,12.0,8.0,10.0,10.0,10.0,16.0,14.0,15.0,19.0,5.0,4.0,8.0,5.0
Mini-Turbo,Ground Speed,4658,Bowser,Blue Falcon,Standard,Cloud Glider,12.0,9.0,10.0,9.0,10.0,16.0,16.0,17.0,17.0,6.0,6.0,9.0,6.0
Mini-Turbo,Ground Speed,4659,Bowser,Blue Falcon,Standard,Peach Parasol,13.0,9.0,11.0,8.0,10.0,16.0,15.0,17.0,17.0,6.0,7.0,8.0,6.0
Mini-Turbo,Ground Speed,4660,Bowser,Blue Falcon,Button,Super Glider,11.0,9.0,9.0,7.0,10.0,16.0,15.0,16.0,17.0,6.0,6.0,10.0,4.0
Mini-Turbo,Ground Speed,4661,Bowser,Blue Falcon,Button,Wario Wing,12.0,9.0,10.0,6.0,10.0,16.0,14.0,17.0,17.0,6.0,7.0,9.0,4.0
Mini-Turbo,Ground Speed,4663,Bowser,Blue Falcon,Sponge,Wario Wing,13.0,8.0,11.0,9.0,10.0,16.0,13.0,16.0,19.0,5.0,5.0,7.0,5.0
Mini-Turbo,Ground Speed,4651,Bowser,Sneeker,Sponge,Wario Wing,15.0,7.0,11.0,6.0,10.0,16.0,13.0,15.0,19.0,6.0,4.0,5.0,6.0
Mini-Turbo,Ground Speed,4632,Bowser,Prancer,Sponge,Super Glider,13.0,7.0,10.0,9.0,10.0,16.0,15.0,14.0,19.0,6.0,4.0,5.0,7.0
Mini-Turbo,Ground Speed,4781,Wario,Prancer,Standard,Peach Parasol,13.0,8.0,10.0,8.0,10.0,16.0,16.0,16.0,17.0,8.0,8.0,6.0,9.0
Mini-Turbo,Ground Speed,4630,Bowser,Prancer,Button,Super Glider,12.0,8.0,9.0,6.0,10.0,16.0,16.0,15.0,17.0,7.0,6.0,7.0,6.0
Mini-Turbo,Ground Speed,4629,Bowser,Prancer,Standard,Peach Parasol,14.0,8.0,11.0,7.0,10.0,16.0,16.0,16.0,17.0,7.0,7.0,5.0,8.0
Mini-Turbo,Ground Speed,4628,Bowser,Prancer,Standard,Cloud Glider,13.0,8.0,10.0,8.0,10.0,16.0,17.0,16.0,17.0,7.0,6.0,6.0,8.0
Mini-Turbo,Ground Speed,4623,Bowser,Cat Cruiser,Slim,Wario Wing,16.0,8.0,16.0,4.0,10.0,16.0,14.0,18.0,18.0,9.0,7.0,6.0,9.0
Mini-Turbo,Ground Speed,4622,Bowser,Cat Cruiser,Slim,Super Glider,15.0,8.0,15.0,5.0,10.0,16.0,15.0,17.0,18.0,9.0,6.0,7.0,9.0
Mini-Turbo,Ground Speed,4613,Bowser,Mach 8,Slim,Peach Parasol,16.0,7.0,14.0,5.0,10.0,16.0,15.0,20.0,17.0,7.0,7.0,7.0,8.0
Mini-Turbo,Ground Speed,4612,Bowser,Mach 8,Slim,Cloud Glider,15.0,7.0,13.0,6.0,10.0,16.0,16.0,20.0,17.0,7.0,6.0,8.0,8.0
Mini-Turbo,Ground Speed,4609,Bowser,Mach 8,Standard,Wario Wing,17.0,8.0,12.0,9.0,10.0,16.0,16.0,18.0,19.0,6.0,6.0,7.0,6.0
Mini-Turbo,Ground Speed,4608,Bowser,Mach 8,Standard,Super Glider,16.0,8.0,11.0,10.0,10.0,16.0,17.0,17.0,19.0,6.0,5.0,8.0,6.0
Mini-Turbo,Ground Speed,4601,Bowser,Standard Kart,Slim,Peach Parasol,15.0,8.0,15.0,4.0,10.0,16.0,15.0,18.0,16.0,8.0,7.0,6.0,9.0
Mini-Turbo,Ground Speed,4600,Bowser,Standard Kart,Slim,Cloud Glider,14.0,8.0,14.0,5.0,10.0,16.0,16.0,18.0,16.0,8.0,6.0,7.0,9.0
Mini-Turbo,Ground Speed,4597,Bowser,Standard Kart,Standard,Wario Wing,16.0,9.0,13.0,8.0,10.0,16.0,16.0,16.0,18.0,7.0,6.0,6.0,7.0
Mini-Turbo,Ground Speed,4596,Bowser,Standard Kart,Standard,Super Glider,15.0,9.0,12.0,9.0,10.0,16.0,17.0,15.0,18.0,7.0,5.0,7.0,7.0
Mini-Turbo,Ground Speed,4672,Donkey Kong,Standard Kart,Slim,Super Glider,13.0,8.0,18.0,5.0,10.0,16.0,15.0,16.0,16.0,10.0,8.0,9.0,10.0
Mini-Turbo,Ground Speed,4631,Bowser,Prancer,Button,Wario Wing,13.0,8.0,10.0,5.0,10.0,16.0,15.0,16.0,17.0,7.0,7.0,6.0,6.0
Mini-Turbo,Ground Speed,4673,Donkey Kong,Standard Kart,Slim,Wario Wing,14.0,8.0,19.0,4.0,10.0,16.0,14.0,17.0,16.0,10.0,9.0,8.0,10.0
Mini-Turbo,Ground Speed,4799,Wario,Sneeker,Standard,Peach Parasol,14.0,8.0,10.0,6.0,10.0,16.0,15.0,16.0,17.0,8.0,7.0,7.0,8.0
Mini-Turbo,Ground Speed,4685,Donkey Kong,Mach 8,Slim,Wario Wing,15.0,7.0,18.0,5.0,10.0,16.0,14.0,19.0,17.0,9.0,9.0,9.0,9.0
Mini-Turbo,Ground Speed,4684,Donkey Kong,Mach 8,Slim,Super Glider,14.0,7.0,17.0,6.0,10.0,16.0,15.0,18.0,17.0,9.0,8.0,10.0,9.0
Mini-Turbo,Ground Speed,4784,Wario,Prancer,Sponge,Super Glider,12.0,7.0,9.0,10.0,10.0,16.0,15.0,14.0,19.0,7.0,5.0,6.0,8.0
Mini-Turbo,Ground Speed,4785,Wario,Prancer,Sponge,Wario Wing,13.0,7.0,10.0,9.0,10.0,16.0,14.0,15.0,19.0,7.0,6.0,5.0,8.0
Mini-Turbo,Ground Speed,4798,Wario,Sneeker,Standard,Cloud Glider,13.0,8.0,9.0,7.0,10.0,16.0,16.0,16.0,17.0,8.0,6.0,8.0,8.0
Mini-Turbo,Ground Speed,4800,Wario,Sneeker,Button,Super Glider,12.0,8.0,8.0,5.0,10.0,16.0,15.0,15.0,17.0,8.0,6.0,9.0,6.0
Mini-Turbo,Ground Speed,4801,Wario,Sneeker,Button,Wario Wing,13.0,8.0,9.0,4.0,10.0,16.0,14.0,16.0,17.0,8.0,7.0,8.0,6.0
Mini-Turbo,Ground Speed,4802,Wario,Sneeker,Sponge,Super Glider,13.0,7.0,9.0,8.0,10.0,16.0,14.0,14.0,19.0,7.0,4.0,7.0,7.0
Mini-Turbo,Ground Speed,4803,Wario,Sneeker,Sponge,Wario Wing,14.0,7.0,10.0,7.0,10.0,16.0,13.0,15.0,19.0,7.0,5.0,6.0,7.0
Mini-Turbo,Ground Speed,4810,Wario,Blue Falcon,Standard,Cloud Glider,11.0,9.0,9.0,10.0,10.0,16.0,16.0,17.0,17.0,7.0,7.0,10.0,7.0
Mini-Turbo,Ground Speed,4782,Wario,Prancer,Button,Super Glider,11.0,8.0,8.0,7.0,10.0,16.0,16.0,15.0,17.0,8.0,7.0,8.0,7.0
Mini-Turbo,Ground Speed,4811,Wario,Blue Falcon,Standard,Peach Parasol,12.0,9.0,10.0,9.0,10.0,16.0,15.0,17.0,17.0,7.0,8.0,9.0,7.0
Mini-Turbo,Ground Speed,4813,Wario,Blue Falcon,Button,Wario Wing,11.0,9.0,9.0,7.0,10.0,16.0,14.0,17.0,17.0,7.0,8.0,10.0,5.0
Mini-Turbo,Ground Speed,4814,Wario,Blue Falcon,Sponge,Super Glider,11.0,8.0,9.0,11.0,10.0,16.0,14.0,15.0,19.0,6.0,5.0,9.0,6.0
Mini-Turbo,Ground Speed,4815,Wario,Blue Falcon,Sponge,Wario Wing,12.0,8.0,10.0,10.0,10.0,16.0,13.0,16.0,19.0,6.0,6.0,8.0,6.0
Mini-Turbo,Ground Speed,4862,Rosalina,Prancer,Slim,Super Glider,11.0,6.0,15.0,7.0,10.0,16.0,14.0,15.0,15.0,11.0,10.0,9.0,11.0
Mini-Turbo,Ground Speed,4863,Rosalina,Prancer,Slim,Wario Wing,12.0,6.0,16.0,6.0,10.0,16.0,13.0,16.0,15.0,11.0,11.0,8.0,11.0
Mini-Turbo,Ground Speed,4872,Rosalina,Sneeker,Slim,Super Glider,12.0,6.0,15.0,5.0,10.0,16.0,13.0,15.0,15.0,11.0,9.0,10.0,10.0
Mini-Turbo,Ground Speed,4873,Rosalina,Sneeker,Slim,Wario Wing,13.0,6.0,16.0,4.0,10.0,16.0,12.0,16.0,15.0,11.0,10.0,9.0,10.0
Mini-Turbo,Ground Speed,4884,Rosalina,Blue Falcon,Slim,Super Glider,10.0,7.0,15.0,8.0,10.0,16.0,13.0,16.0,15.0,10.0,10.0,12.0,9.0
Mini-Turbo,Ground Speed,4885,Rosalina,Blue Falcon,Slim,Wario Wing,11.0,7.0,16.0,7.0,10.0,16.0,12.0,17.0,15.0,10.0,11.0,11.0,9.0
Mini-Turbo,Ground Speed,4812,Wario,Blue Falcon,Button,Super Glider,10.0,9.0,8.0,8.0,10.0,16.0,15.0,16.0,17.0,7.0,7.0,11.0,5.0
Mini-Turbo,Ground Speed,4780,Wario,Prancer,Standard,Cloud Glider,12.0,8.0,9.0,9.0,10.0,16.0,17.0,16.0,17.0,8.0,7.0,7.0,9.0
Mini-Turbo,Ground Speed,4783,Wario,Prancer,Button,Wario Wing,12.0,8.0,9.0,6.0,10.0,16.0,15.0,16.0,17.0,8.0,8.0,7.0,7.0
Mini-Turbo,Ground Speed,4736,Donkey Kong,Blue Falcon,Standard,Super Glider,11.0,9.0,14.0,9.0,10.0,16.0,15.0,15.0,17.0,8.0,8.0,11.0,7.0
Mini-Turbo,Ground Speed,4708,Donkey Kong,Prancer,Standard,Super Glider,12.0,8.0,14.0,8.0,10.0,16.0,16.0,14.0,17.0,9.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,4709,Donkey Kong,Prancer,Standard,Wario Wing,13.0,8.0,15.0,7.0,10.0,16.0,15.0,15.0,17.0,9.0,9.0,7.0,9.0
Mini-Turbo,Ground Speed,4712,Donkey Kong,Prancer,Slim,Cloud Glider,11.0,7.0,16.0,4.0,10.0,16.0,15.0,17.0,15.0,10.0,9.0,8.0,11.0
Mini-Turbo,Ground Speed,4713,Donkey Kong,Prancer,Slim,Peach Parasol,12.0,7.0,17.0,3.0,10.0,16.0,14.0,17.0,15.0,10.0,10.0,7.0,11.0
Mini-Turbo,Ground Speed,4724,Donkey Kong,Sneeker,Standard,Super Glider,13.0,8.0,14.0,6.0,10.0,16.0,15.0,14.0,17.0,9.0,7.0,9.0,8.0
Mini-Turbo,Ground Speed,4725,Donkey Kong,Sneeker,Standard,Wario Wing,14.0,8.0,15.0,5.0,10.0,16.0,14.0,15.0,17.0,9.0,8.0,8.0,8.0
Mini-Turbo,Ground Speed,4728,Donkey Kong,Sneeker,Slim,Cloud Glider,12.0,7.0,16.0,2.0,10.0,16.0,14.0,17.0,15.0,10.0,8.0,9.0,10.0
Mini-Turbo,Ground Speed,4729,Donkey Kong,Sneeker,Slim,Peach Parasol,13.0,7.0,17.0,1.0,10.0,16.0,13.0,17.0,15.0,10.0,9.0,8.0,10.0
Mini-Turbo,Ground Speed,4775,Wario,Cat Cruiser,Slim,Wario Wing,15.0,8.0,15.0,5.0,10.0,16.0,14.0,18.0,18.0,10.0,8.0,7.0,10.0
Mini-Turbo,Ground Speed,4737,Donkey Kong,Blue Falcon,Standard,Wario Wing,12.0,9.0,15.0,8.0,10.0,16.0,14.0,16.0,17.0,8.0,9.0,10.0,7.0
Mini-Turbo,Ground Speed,4740,Donkey Kong,Blue Falcon,Slim,Cloud Glider,10.0,8.0,16.0,5.0,10.0,16.0,14.0,18.0,15.0,9.0,9.0,11.0,9.0
Mini-Turbo,Ground Speed,4748,Wario,Standard Kart,Standard,Super Glider,14.0,9.0,11.0,10.0,10.0,16.0,17.0,15.0,18.0,8.0,6.0,8.0,8.0
Mini-Turbo,Ground Speed,4749,Wario,Standard Kart,Standard,Wario Wing,15.0,9.0,12.0,9.0,10.0,16.0,16.0,16.0,18.0,8.0,7.0,7.0,8.0
Mini-Turbo,Ground Speed,4752,Wario,Standard Kart,Slim,Cloud Glider,13.0,8.0,13.0,6.0,10.0,16.0,16.0,18.0,16.0,9.0,7.0,8.0,10.0
Mini-Turbo,Ground Speed,4753,Wario,Standard Kart,Slim,Peach Parasol,14.0,8.0,14.0,5.0,10.0,16.0,15.0,18.0,16.0,9.0,8.0,7.0,10.0
Mini-Turbo,Ground Speed,4760,Wario,Mach 8,Standard,Super Glider,15.0,8.0,10.0,11.0,10.0,16.0,17.0,17.0,19.0,7.0,6.0,9.0,7.0
Mini-Turbo,Ground Speed,4761,Wario,Mach 8,Standard,Wario Wing,16.0,8.0,11.0,10.0,10.0,16.0,16.0,18.0,19.0,7.0,7.0,8.0,7.0
Mini-Turbo,Ground Speed,4764,Wario,Mach 8,Slim,Cloud Glider,14.0,7.0,12.0,7.0,10.0,16.0,16.0,20.0,17.0,8.0,7.0,9.0,9.0
Mini-Turbo,Ground Speed,4765,Wario,Mach 8,Slim,Peach Parasol,15.0,7.0,13.0,6.0,10.0,16.0,15.0,20.0,17.0,8.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,4774,Wario,Cat Cruiser,Slim,Super Glider,14.0,8.0,14.0,6.0,10.0,16.0,15.0,17.0,18.0,10.0,7.0,8.0,10.0
Mini-Turbo,Ground Speed,4741,Donkey Kong,Blue Falcon,Slim,Peach Parasol,11.0,8.0,17.0,4.0,10.0,16.0,13.0,18.0,15.0,9.0,10.0,10.0,9.0
Mini-Turbo,Ground Speed,5736,Rosalina,Prancer,Standard,Super Glider,11.0,8.0,13.0,11.0,11.0,15.0,15.0,13.0,16.0,10.0,9.0,9.0,10.0
Mini-Turbo,Ground Speed,5737,Rosalina,Prancer,Standard,Wario Wing,12.0,8.0,14.0,10.0,11.0,15.0,14.0,14.0,16.0,10.0,10.0,8.0,10.0
Mini-Turbo,Ground Speed,5713,Rosalina,Mach 8,Slim,Wario Wing,14.0,7.0,17.0,8.0,11.0,15.0,13.0,18.0,16.0,10.0,10.0,10.0,10.0
Mini-Turbo,Ground Speed,5700,Rosalina,Standard Kart,Slim,Super Glider,12.0,8.0,17.0,8.0,11.0,15.0,14.0,15.0,15.0,11.0,9.0,10.0,11.0
Mini-Turbo,Ground Speed,5701,Rosalina,Standard Kart,Slim,Wario Wing,13.0,8.0,18.0,7.0,11.0,15.0,13.0,16.0,15.0,11.0,10.0,9.0,11.0
Mini-Turbo,Ground Speed,5740,Rosalina,Prancer,Slim,Cloud Glider,10.0,7.0,15.0,7.0,11.0,15.0,14.0,16.0,14.0,11.0,10.0,9.0,12.0
Mini-Turbo,Ground Speed,5712,Rosalina,Mach 8,Slim,Super Glider,13.0,7.0,16.0,9.0,11.0,15.0,14.0,17.0,16.0,10.0,9.0,11.0,10.0
Mini-Turbo,Ground Speed,5741,Rosalina,Prancer,Slim,Peach Parasol,11.0,7.0,16.0,6.0,11.0,15.0,13.0,16.0,14.0,11.0,11.0,8.0,12.0
Mini-Turbo,Ground Speed,5619,Donkey Kong,Blue Falcon,Standard,Peach Parasol,11.0,10.0,15.0,8.0,11.0,15.0,14.0,16.0,16.0,8.0,9.0,10.0,8.0
Mini-Turbo,Ground Speed,5753,Rosalina,Sneeker,Standard,Wario Wing,13.0,8.0,14.0,8.0,11.0,15.0,13.0,14.0,16.0,10.0,9.0,9.0,9.0
Mini-Turbo,Ground Speed,5756,Rosalina,Sneeker,Slim,Cloud Glider,11.0,7.0,15.0,5.0,11.0,15.0,13.0,16.0,14.0,11.0,9.0,10.0,11.0
Mini-Turbo,Ground Speed,5757,Rosalina,Sneeker,Slim,Peach Parasol,12.0,7.0,16.0,4.0,11.0,15.0,12.0,16.0,14.0,11.0,10.0,9.0,11.0
Mini-Turbo,Ground Speed,5764,Rosalina,Blue Falcon,Standard,Super Glider,10.0,9.0,13.0,12.0,11.0,15.0,14.0,14.0,16.0,9.0,9.0,12.0,8.0
Mini-Turbo,Ground Speed,5765,Rosalina,Blue Falcon,Standard,Wario Wing,11.0,9.0,14.0,11.0,11.0,15.0,13.0,15.0,16.0,9.0,10.0,11.0,8.0
Mini-Turbo,Ground Speed,5768,Rosalina,Blue Falcon,Slim,Cloud Glider,9.0,8.0,15.0,8.0,11.0,15.0,13.0,17.0,14.0,10.0,10.0,12.0,10.0
Mini-Turbo,Ground Speed,5769,Rosalina,Blue Falcon,Slim,Peach Parasol,10.0,8.0,16.0,7.0,11.0,15.0,12.0,17.0,14.0,10.0,11.0,11.0,10.0
Mini-Turbo,Ground Speed,5691,Wario,Blue Falcon,Sponge,Peach Parasol,11.0,9.0,10.0,10.0,11.0,15.0,13.0,16.0,18.0,6.0,6.0,8.0,7.0
Mini-Turbo,Ground Speed,5752,Rosalina,Sneeker,Standard,Super Glider,12.0,8.0,13.0,9.0,11.0,15.0,14.0,13.0,16.0,10.0,8.0,10.0,9.0
Mini-Turbo,Ground Speed,5690,Wario,Blue Falcon,Sponge,Cloud Glider,10.0,9.0,9.0,11.0,11.0,15.0,14.0,16.0,18.0,6.0,5.0,9.0,7.0
Mini-Turbo,Ground Speed,5686,Wario,Blue Falcon,Roller,Super Glider,10.0,10.0,7.0,9.0,11.0,15.0,16.0,14.0,18.0,8.0,8.0,11.0,7.0
Mini-Turbo,Ground Speed,5688,Wario,Blue Falcon,Button,Cloud Glider,9.0,10.0,8.0,8.0,11.0,15.0,15.0,17.0,16.0,7.0,7.0,11.0,6.0
Mini-Turbo,Ground Speed,5544,Bowser,Blue Falcon,Roller,Super Glider,11.0,10.0,8.0,8.0,11.0,15.0,16.0,14.0,18.0,7.0,7.0,10.0,6.0
Mini-Turbo,Ground Speed,5537,Bowser,Sneeker,Sponge,Peach Parasol,14.0,8.0,11.0,6.0,11.0,15.0,13.0,15.0,18.0,6.0,4.0,5.0,7.0
Mini-Turbo,Ground Speed,5536,Bowser,Sneeker,Sponge,Cloud Glider,13.0,8.0,10.0,7.0,11.0,15.0,14.0,15.0,18.0,6.0,3.0,6.0,7.0
Mini-Turbo,Ground Speed,5535,Bowser,Sneeker,Button,Peach Parasol,13.0,9.0,10.0,3.0,11.0,15.0,14.0,16.0,16.0,7.0,6.0,7.0,6.0
Mini-Turbo,Ground Speed,5534,Bowser,Sneeker,Button,Cloud Glider,12.0,9.0,9.0,4.0,11.0,15.0,15.0,16.0,16.0,7.0,5.0,8.0,6.0
Mini-Turbo,Ground Speed,5533,Bowser,Sneeker,Roller,Wario Wing,14.0,9.0,9.0,4.0,11.0,15.0,15.0,14.0,18.0,8.0,7.0,7.0,7.0
Mini-Turbo,Ground Speed,5532,Bowser,Sneeker,Roller,Super Glider,13.0,9.0,8.0,5.0,11.0,15.0,16.0,13.0,18.0,8.0,6.0,8.0,7.0
Mini-Turbo,Ground Speed,5519,Bowser,Prancer,Sponge,Peach Parasol,13.0,8.0,11.0,8.0,11.0,15.0,14.0,15.0,18.0,6.0,5.0,4.0,8.0
Mini-Turbo,Ground Speed,5518,Bowser,Prancer,Sponge,Cloud Glider,12.0,8.0,10.0,9.0,11.0,15.0,15.0,15.0,18.0,6.0,4.0,5.0,8.0
Mini-Turbo,Ground Speed,5517,Bowser,Prancer,Button,Peach Parasol,12.0,9.0,10.0,5.0,11.0,15.0,15.0,16.0,16.0,7.0,7.0,6.0,7.0
Mini-Turbo,Ground Speed,5545,Bowser,Blue Falcon,Roller,Wario Wing,12.0,10.0,9.0,7.0,11.0,15.0,15.0,15.0,18.0,7.0,8.0,9.0,6.0
Mini-Turbo,Ground Speed,5516,Bowser,Prancer,Button,Cloud Glider,11.0,9.0,9.0,6.0,11.0,15.0,16.0,16.0,16.0,7.0,6.0,7.0,7.0
Mini-Turbo,Ground Speed,5514,Bowser,Prancer,Roller,Super Glider,12.0,9.0,8.0,7.0,11.0,15.0,17.0,13.0,18.0,8.0,7.0,7.0,8.0
Mini-Turbo,Ground Speed,5513,Bowser,Cat Cruiser,Slim,Peach Parasol,15.0,9.0,16.0,4.0,11.0,15.0,14.0,18.0,17.0,9.0,7.0,6.0,10.0
Mini-Turbo,Ground Speed,5512,Bowser,Cat Cruiser,Slim,Cloud Glider,14.0,9.0,15.0,5.0,11.0,15.0,15.0,18.0,17.0,9.0,6.0,7.0,10.0
Mini-Turbo,Ground Speed,5509,Bowser,Cat Cruiser,Standard,Wario Wing,16.0,10.0,14.0,8.0,11.0,15.0,15.0,16.0,19.0,8.0,6.0,6.0,8.0
Mini-Turbo,Ground Speed,5508,Bowser,Cat Cruiser,Standard,Super Glider,15.0,10.0,13.0,9.0,11.0,15.0,16.0,15.0,19.0,8.0,5.0,7.0,8.0
Mini-Turbo,Ground Speed,5505,Bowser,Mach 8,Sponge,Wario Wing,16.0,8.0,12.0,10.0,11.0,15.0,14.0,17.0,20.0,5.0,4.0,6.0,6.0
Mini-Turbo,Ground Speed,5504,Bowser,Mach 8,Sponge,Super Glider,15.0,8.0,11.0,11.0,11.0,15.0,15.0,16.0,20.0,5.0,3.0,7.0,6.0
Mini-Turbo,Ground Speed,5503,Bowser,Mach 8,Button,Wario Wing,15.0,9.0,11.0,7.0,11.0,15.0,15.0,18.0,18.0,6.0,6.0,8.0,5.0
Mini-Turbo,Ground Speed,5502,Bowser,Mach 8,Button,Super Glider,14.0,9.0,10.0,8.0,11.0,15.0,16.0,17.0,18.0,6.0,5.0,9.0,5.0
Mini-Turbo,Ground Speed,5501,Bowser,Mach 8,Standard,Peach Parasol,16.0,9.0,12.0,9.0,11.0,15.0,16.0,18.0,18.0,6.0,6.0,7.0,7.0
Mini-Turbo,Ground Speed,5515,Bowser,Prancer,Roller,Wario Wing,13.0,9.0,9.0,6.0,11.0,15.0,16.0,14.0,18.0,8.0,8.0,6.0,8.0
Mini-Turbo,Ground Speed,5546,Bowser,Blue Falcon,Button,Cloud Glider,10.0,10.0,9.0,7.0,11.0,15.0,15.0,17.0,16.0,6.0,6.0,10.0,5.0
Mini-Turbo,Ground Speed,5547,Bowser,Blue Falcon,Button,Peach Parasol,11.0,10.0,10.0,6.0,11.0,15.0,14.0,17.0,16.0,6.0,7.0,9.0,5.0
Mini-Turbo,Ground Speed,5548,Bowser,Blue Falcon,Sponge,Cloud Glider,11.0,9.0,10.0,10.0,11.0,15.0,14.0,16.0,18.0,5.0,4.0,8.0,6.0
Mini-Turbo,Ground Speed,5611,Donkey Kong,Sneeker,Sponge,Wario Wing,13.0,8.0,15.0,6.0,11.0,15.0,12.0,14.0,18.0,8.0,6.0,7.0,8.0
Mini-Turbo,Ground Speed,5610,Donkey Kong,Sneeker,Sponge,Super Glider,12.0,8.0,14.0,7.0,11.0,15.0,13.0,13.0,18.0,8.0,5.0,8.0,8.0
Mini-Turbo,Ground Speed,5609,Donkey Kong,Sneeker,Button,Wario Wing,12.0,9.0,14.0,3.0,11.0,15.0,13.0,15.0,16.0,9.0,8.0,9.0,7.0
Mini-Turbo,Ground Speed,5608,Donkey Kong,Sneeker,Button,Super Glider,11.0,9.0,13.0,4.0,11.0,15.0,14.0,14.0,16.0,9.0,7.0,10.0,7.0
Mini-Turbo,Ground Speed,5607,Donkey Kong,Sneeker,Standard,Peach Parasol,13.0,9.0,15.0,5.0,11.0,15.0,14.0,15.0,16.0,9.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,5606,Donkey Kong,Sneeker,Standard,Cloud Glider,12.0,9.0,14.0,6.0,11.0,15.0,15.0,15.0,16.0,9.0,7.0,9.0,9.0
Mini-Turbo,Ground Speed,5593,Donkey Kong,Prancer,Sponge,Wario Wing,12.0,8.0,15.0,8.0,11.0,15.0,13.0,14.0,18.0,8.0,7.0,6.0,9.0
Mini-Turbo,Ground Speed,5592,Donkey Kong,Prancer,Sponge,Super Glider,11.0,8.0,14.0,9.0,11.0,15.0,14.0,13.0,18.0,8.0,6.0,7.0,9.0
Mini-Turbo,Ground Speed,5591,Donkey Kong,Prancer,Button,Wario Wing,11.0,9.0,14.0,5.0,11.0,15.0,14.0,15.0,16.0,9.0,9.0,8.0,8.0
Mini-Turbo,Ground Speed,5590,Donkey Kong,Prancer,Button,Super Glider,10.0,9.0,13.0,6.0,11.0,15.0,15.0,14.0,16.0,9.0,8.0,9.0,8.0
Mini-Turbo,Ground Speed,5589,Donkey Kong,Prancer,Standard,Peach Parasol,12.0,9.0,15.0,7.0,11.0,15.0,15.0,15.0,16.0,9.0,9.0,7.0,10.0
Mini-Turbo,Ground Speed,5588,Donkey Kong,Prancer,Standard,Cloud Glider,11.0,9.0,14.0,8.0,11.0,15.0,16.0,15.0,16.0,9.0,8.0,8.0,10.0
Mini-Turbo,Ground Speed,5583,Donkey Kong,Cat Cruiser,Slim,Wario Wing,14.0,9.0,20.0,4.0,11.0,15.0,13.0,17.0,17.0,11.0,9.0,8.0,11.0
Mini-Turbo,Ground Speed,5582,Donkey Kong,Cat Cruiser,Slim,Super Glider,13.0,9.0,19.0,5.0,11.0,15.0,14.0,16.0,17.0,11.0,8.0,9.0,11.0
Mini-Turbo,Ground Speed,5573,Donkey Kong,Mach 8,Slim,Peach Parasol,14.0,8.0,18.0,5.0,11.0,15.0,14.0,19.0,16.0,9.0,9.0,9.0,10.0
