,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling,Character,Kart,Wheel,Glider
4412,9.0,12.0,9.0,15.0,15.0,7.0,7.0,10.0,8.0,11.0,12.0,12.0,13.0,Baby Mario,Mach 8,Monster,Peach Parasol
5643,9.0,14.0,14.0,11.0,14.0,10.0,11.0,13.0,13.0,13.0,12.0,12.0,13.0,Tanooki Mario,Standard Bike,Standard,Peach Parasol
783,9.0,11.0,5.0,11.0,14.0,11.0,15.0,8.0,11.0,11.0,14.0,11.0,11.0,Peach,Steel Driver,Roller,Super Glider
511,9.0,15.0,10.0,10.0,16.0,9.0,11.0,12.0,12.0,14.0,13.0,13.0,14.0,Luigi,Biddybuggy,Standard,Peach Parasol
1488,9.0,13.0,12.0,12.0,14.0,8.0,8.0,9.0,8.0,11.0,11.0,10.0,13.0,Toadette,Standard Kart,Monster,Peach Parasol
786,9.0,12.0,6.0,10.0,15.0,10.0,14.0,9.0,10.0,11.0,15.0,10.0,12.0,Peach,Steel Driver,Roller,Peach Parasol
5640,9.0,13.0,13.0,12.0,13.0,11.0,12.0,12.0,14.0,13.0,11.0,13.0,12.0,Tanooki Mario,Standard Bike,Standard,Super Glider
5637,9.0,10.0,11.0,8.0,13.0,12.0,10.0,10.0,15.0,11.0,8.0,11.0,11.0,Tanooki Mario,Sneeker,Sponge,Super Glider
520,9.0,12.0,11.0,7.0,14.0,11.0,11.0,13.0,12.0,15.0,13.0,14.0,14.0,Luigi,Biddybuggy,Slim,Super Glider
740,9.0,14.0,11.0,13.0,14.0,10.0,13.0,10.0,9.0,12.0,11.0,11.0,11.0,Peach,Pipe Frame,Off-Road,Peach Parasol
5553,9.0,10.0,12.0,9.0,13.0,12.0,10.0,11.0,15.0,11.0,10.0,9.0,12.0,Tanooki Mario,Prancer,Sponge,Wario Wing
715,9.0,14.0,10.0,12.0,15.0,10.0,12.0,10.0,12.0,14.0,13.0,12.0,11.0,Peach,Pipe Frame,Standard,Wario Wing
1642,9.0,14.0,13.0,11.0,13.0,9.0,9.0,9.0,10.0,13.0,11.0,12.0,14.0,Toadette,Cat Cruiser,Off-Road,Wario Wing
694,9.0,11.0,12.0,7.0,14.0,12.0,11.0,14.0,12.0,13.0,12.0,11.0,14.0,Peach,Standard Kart,Slim,Peach Parasol
706,9.0,12.0,10.0,13.0,13.0,12.0,14.0,12.0,11.0,10.0,8.0,11.0,12.0,Peach,Standard Kart,Off-Road,Cloud Glider
1534,9.0,12.0,10.0,8.0,12.0,9.0,9.0,6.0,8.0,15.0,14.0,12.0,10.0,Toadette,Pipe Frame,Metal,Wario Wing
718,9.0,13.0,10.0,15.0,15.0,9.0,12.0,10.0,9.0,11.0,10.0,10.0,10.0,Peach,Pipe Frame,Monster,Cloud Glider
3332,9.0,15.0,7.0,10.0,15.0,10.0,15.0,13.0,15.0,11.0,9.0,11.0,11.0,Wario,Biddybuggy,Roller,Cloud Glider
2174,9.0,12.0,9.0,17.0,13.0,8.0,7.0,10.0,9.0,13.0,13.0,12.0,13.0,Koopa Troopa,Standard Bike,Monster,Wario Wing
1550,9.0,13.0,10.0,11.0,14.0,9.0,9.0,11.0,12.0,13.0,13.0,14.0,13.0,Toadette,Mach 8,Standard,Wario Wing
727,9.0,12.0,12.0,8.0,14.0,11.0,11.0,12.0,11.0,15.0,14.0,12.0,12.0,Peach,Pipe Frame,Slim,Wario Wing
5665,9.0,13.0,14.0,13.0,12.0,11.0,13.0,13.0,11.0,11.0,9.0,12.0,12.0,Tanooki Mario,Standard Bike,Off-Road,Cloud Glider
3341,9.0,14.0,8.0,9.0,14.0,11.0,14.0,15.0,14.0,10.0,8.0,11.0,9.0,Wario,Biddybuggy,Button,Cloud Glider
730,9.0,11.0,8.0,10.0,13.0,11.0,13.0,9.0,10.0,13.0,11.0,11.0,9.0,Peach,Pipe Frame,Metal,Cloud Glider
737,9.0,13.0,10.0,14.0,13.0,11.0,14.0,9.0,10.0,12.0,10.0,12.0,10.0,Peach,Pipe Frame,Off-Road,Super Glider
691,9.0,10.0,11.0,8.0,13.0,13.0,12.0,13.0,13.0,13.0,11.0,12.0,13.0,Peach,Standard Kart,Slim,Super Glider
1521,9.0,14.0,12.0,13.0,14.0,7.0,8.0,7.0,7.0,13.0,13.0,11.0,11.0,Toadette,Pipe Frame,Monster,Wario Wing
530,9.0,14.0,10.0,12.0,14.0,10.0,13.0,12.0,10.0,12.0,10.0,13.0,13.0,Luigi,Biddybuggy,Off-Road,Cloud Glider
711,9.0,12.0,10.0,12.0,15.0,11.0,10.0,11.0,15.0,11.0,9.0,10.0,12.0,Peach,Standard Kart,Sponge,Wario Wing
4295,10.0,12.0,10.0,9.0,13.0,12.0,14.0,13.0,15.0,10.0,10.0,13.0,10.0,Metal Mario,Blue Falcon,Roller,Cloud Glider
4594,10.0,10.0,11.0,18.0,13.0,7.0,8.0,8.0,8.0,13.0,14.0,11.0,13.0,Baby Mario,Tanooki Kart,Monster,Wario Wing
3381,10.0,12.0,8.0,14.0,13.0,12.0,17.0,12.0,17.0,8.0,7.0,6.0,9.0,Wario,Landship,Sponge,Cloud Glider
3878,10.0,7.0,15.0,8.0,10.0,16.0,13.0,16.0,15.0,10.0,10.0,12.0,9.0,Rosalina,Blue Falcon,Slim,Super Glider
3668,10.0,12.0,16.0,13.0,15.0,11.0,12.0,13.0,17.0,10.0,6.0,9.0,12.0,Rosalina,Cat Cruiser,Sponge,Cloud Glider
3561,10.0,13.0,15.0,10.0,14.0,11.0,13.0,12.0,13.0,12.0,11.0,11.0,8.0,Rosalina,Pipe Frame,Button,Wario Wing
3647,10.0,13.0,14.0,11.0,15.0,11.0,14.0,11.0,17.0,12.0,9.0,11.0,12.0,Rosalina,Cat Cruiser,Roller,Super Glider
3417,10.0,13.0,9.0,11.0,13.0,12.0,16.0,15.0,17.0,10.0,8.0,10.0,10.0,Wario,Standard Bike,Roller,Cloud Glider
4191,10.0,15.0,11.0,9.0,15.0,9.0,12.0,13.0,12.0,12.0,10.0,13.0,11.0,Metal Mario,Biddybuggy,Button,Cloud Glider
3650,10.0,14.0,15.0,10.0,16.0,10.0,13.0,12.0,16.0,12.0,10.0,10.0,13.0,Rosalina,Cat Cruiser,Roller,Peach Parasol
3919,10.0,10.0,15.0,14.0,13.0,11.0,15.0,14.0,14.0,11.0,10.0,11.0,10.0,Rosalina,Tanooki Kart,Button,Cloud Glider
3881,10.0,8.0,16.0,7.0,11.0,15.0,12.0,17.0,14.0,10.0,11.0,11.0,10.0,Rosalina,Blue Falcon,Slim,Peach Parasol
3570,10.0,13.0,16.0,13.0,15.0,10.0,12.0,11.0,14.0,11.0,9.0,9.0,10.0,Rosalina,Pipe Frame,Sponge,Peach Parasol
4309,10.0,11.0,11.0,8.0,12.0,13.0,13.0,15.0,14.0,9.0,9.0,13.0,8.0,Metal Mario,Blue Falcon,Button,Cloud Glider
3893,10.0,9.0,14.0,13.0,10.0,15.0,15.0,15.0,13.0,7.0,7.0,11.0,8.0,Rosalina,Blue Falcon,Off-Road,Cloud Glider
3567,10.0,12.0,15.0,14.0,14.0,11.0,13.0,10.0,15.0,11.0,8.0,10.0,9.0,Rosalina,Pipe Frame,Sponge,Super Glider
3731,10.0,10.0,12.0,9.0,13.0,13.0,14.0,12.0,16.0,11.0,11.0,9.0,11.0,Rosalina,Prancer,Roller,Wario Wing
4222,10.0,14.0,10.0,11.0,14.0,10.0,16.0,11.0,13.0,11.0,11.0,10.0,10.0,Metal Mario,Landship,Button,Cloud Glider
3580,10.0,12.0,12.0,12.0,15.0,11.0,15.0,14.0,16.0,10.0,9.0,12.0,11.0,Rosalina,Mach 8,Roller,Cloud Glider
3429,10.0,12.0,10.0,10.0,12.0,13.0,15.0,17.0,16.0,9.0,7.0,10.0,8.0,Wario,Standard Bike,Button,Cloud Glider
3905,10.0,11.0,14.0,15.0,14.0,10.0,16.0,12.0,15.0,12.0,11.0,11.0,12.0,Rosalina,Tanooki Kart,Roller,Cloud Glider
4211,10.0,15.0,9.0,12.0,15.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0,Metal Mario,Landship,Roller,Cloud Glider
3659,10.0,12.0,15.0,10.0,14.0,12.0,13.0,13.0,16.0,11.0,8.0,11.0,10.0,Rosalina,Cat Cruiser,Button,Super Glider
3662,10.0,13.0,16.0,9.0,15.0,11.0,12.0,14.0,15.0,11.0,9.0,10.0,11.0,Rosalina,Cat Cruiser,Button,Peach Parasol
3722,10.0,9.0,13.0,11.0,12.0,14.0,15.0,14.0,15.0,10.0,9.0,9.0,11.0,Rosalina,Prancer,Standard,Cloud Glider
3312,10.0,9.0,8.0,7.0,11.0,15.0,16.0,16.0,16.0,8.0,7.0,8.0,8.0,Wario,Prancer,Button,Cloud Glider
3032,10.0,10.0,14.0,6.0,11.0,15.0,13.0,16.0,16.0,8.0,9.0,11.0,6.0,Donkey Kong,Blue Falcon,Button,Wario Wing
3832,10.0,9.0,13.0,10.0,13.0,13.0,12.0,13.0,16.0,9.0,6.0,9.0,10.0,Rosalina,Sneeker,Sponge,Cloud Glider
3825,10.0,9.0,12.0,7.0,12.0,14.0,13.0,13.0,15.0,10.0,8.0,11.0,8.0,Rosalina,Sneeker,Button,Super Glider
4447,10.0,10.0,8.0,13.0,11.0,10.0,11.0,7.0,5.0,11.0,15.0,11.0,12.0,Baby Mario,Steel Driver,Off-Road,Wario Wing
3817,10.0,10.0,11.0,8.0,13.0,13.0,14.0,11.0,16.0,11.0,9.0,11.0,10.0,Rosalina,Sneeker,Roller,Super Glider
3343,10.0,14.0,9.0,8.0,14.0,11.0,13.0,15.0,14.0,10.0,9.0,10.0,9.0,Wario,Biddybuggy,Button,Peach Parasol
3340,10.0,13.0,8.0,9.0,13.0,12.0,14.0,14.0,15.0,10.0,8.0,11.0,8.0,Wario,Biddybuggy,Button,Super Glider
3811,10.0,12.0,13.0,15.0,14.0,11.0,14.0,10.0,16.0,10.0,10.0,7.0,10.0,Rosalina,Landship,Sponge,Wario Wing
3765,10.0,11.0,15.0,9.0,13.0,12.0,12.0,14.0,13.0,13.0,11.0,12.0,12.0,Rosalina,Biddybuggy,Slim,Super Glider
3806,10.0,12.0,13.0,16.0,12.0,12.0,18.0,11.0,12.0,9.0,9.0,8.0,10.0,Rosalina,Landship,Off-Road,Cloud Glider
3529,10.0,12.0,15.0,9.0,14.0,12.0,13.0,14.0,14.0,10.0,9.0,10.0,10.0,Rosalina,Standard Kart,Button,Peach Parasol
3334,10.0,15.0,8.0,9.0,15.0,10.0,14.0,13.0,15.0,11.0,10.0,10.0,11.0,Wario,Biddybuggy,Roller,Peach Parasol
3535,10.0,11.0,15.0,13.0,14.0,12.0,13.0,13.0,16.0,9.0,6.0,9.0,11.0,Rosalina,Standard Kart,Sponge,Cloud Glider
3797,10.0,11.0,15.0,10.0,13.0,12.0,15.0,13.0,13.0,12.0,13.0,8.0,12.0,Rosalina,Landship,Slim,Peach Parasol
3794,10.0,10.0,14.0,11.0,12.0,13.0,16.0,12.0,14.0,12.0,12.0,9.0,11.0,Rosalina,Landship,Slim,Super Glider
3526,10.0,11.0,14.0,10.0,13.0,13.0,14.0,13.0,15.0,10.0,8.0,11.0,9.0,Rosalina,Standard Kart,Button,Super Glider
3768,10.0,12.0,16.0,8.0,14.0,11.0,11.0,15.0,12.0,13.0,12.0,11.0,13.0,Rosalina,Biddybuggy,Slim,Peach Parasol
3298,10.0,10.0,7.0,8.0,12.0,14.0,17.0,14.0,17.0,9.0,8.0,8.0,10.0,Wario,Prancer,Roller,Cloud Glider
3775,10.0,13.0,14.0,14.0,13.0,11.0,14.0,13.0,11.0,10.0,8.0,11.0,11.0,Rosalina,Biddybuggy,Off-Road,Cloud Glider
3785,10.0,13.0,13.0,14.0,14.0,11.0,16.0,11.0,14.0,11.0,12.0,8.0,11.0,Rosalina,Landship,Standard,Peach Parasol
4411,10.0,11.0,9.0,15.0,14.0,8.0,7.0,10.0,9.0,11.0,12.0,12.0,12.0,Baby Mario,Mach 8,Monster,Wario Wing
3782,10.0,12.0,12.0,15.0,13.0,12.0,17.0,10.0,15.0,11.0,11.0,9.0,10.0,Rosalina,Landship,Standard,Super Glider
3780,10.0,13.0,14.0,13.0,15.0,10.0,10.0,12.0,15.0,11.0,9.0,10.0,11.0,Rosalina,Biddybuggy,Sponge,Wario Wing
3515,10.0,13.0,14.0,10.0,15.0,11.0,14.0,12.0,15.0,11.0,10.0,10.0,12.0,Rosalina,Standard Kart,Roller,Peach Parasol
3512,10.0,12.0,13.0,11.0,14.0,12.0,15.0,11.0,16.0,11.0,9.0,11.0,11.0,Rosalina,Standard Kart,Roller,Super Glider
3331,10.0,14.0,7.0,10.0,14.0,11.0,15.0,12.0,16.0,11.0,9.0,11.0,10.0,Wario,Biddybuggy,Roller,Super Glider
3375,10.0,13.0,8.0,10.0,13.0,12.0,17.0,13.0,15.0,9.0,10.0,7.0,8.0,Wario,Landship,Button,Peach Parasol
3835,10.0,12.0,15.0,14.0,13.0,12.0,14.0,15.0,15.0,11.0,9.0,11.0,11.0,Rosalina,Standard Bike,Standard,Cloud Glider
3844,10.0,13.0,14.0,12.0,14.0,11.0,13.0,13.0,16.0,12.0,11.0,11.0,11.0,Rosalina,Standard Bike,Roller,Wario Wing
3734,10.0,7.0,15.0,7.0,11.0,15.0,14.0,16.0,14.0,11.0,10.0,9.0,12.0,Rosalina,Prancer,Slim,Cloud Glider
3372,10.0,12.0,7.0,11.0,12.0,13.0,18.0,12.0,16.0,9.0,9.0,8.0,7.0,Wario,Landship,Button,Super Glider
3743,10.0,9.0,13.0,8.0,12.0,14.0,13.0,14.0,15.0,10.0,10.0,9.0,9.0,Rosalina,Prancer,Button,Wario Wing
3869,10.0,10.0,14.0,11.0,12.0,14.0,13.0,15.0,15.0,9.0,10.0,11.0,9.0,Rosalina,Blue Falcon,Standard,Peach Parasol
3448,10.0,10.0,7.0,9.0,11.0,15.0,16.0,14.0,18.0,8.0,8.0,11.0,7.0,Wario,Blue Falcon,Roller,Super Glider
3128,10.0,13.0,10.0,9.0,13.0,12.0,16.0,14.0,14.0,10.0,8.0,10.0,7.0,Wario,Pipe Frame,Button,Cloud Glider
3451,10.0,11.0,8.0,8.0,12.0,14.0,15.0,15.0,17.0,8.0,9.0,10.0,8.0,Wario,Blue Falcon,Roller,Peach Parasol
3551,10.0,11.0,17.0,9.0,13.0,12.0,14.0,14.0,12.0,13.0,11.0,11.0,11.0,Rosalina,Pipe Frame,Slim,Cloud Glider
3548,10.0,14.0,14.0,11.0,15.0,10.0,14.0,10.0,14.0,13.0,12.0,11.0,10.0,Rosalina,Pipe Frame,Roller,Wario Wing
3866,10.0,9.0,13.0,12.0,11.0,15.0,14.0,14.0,16.0,9.0,9.0,12.0,8.0,Rosalina,Blue Falcon,Standard,Super Glider
3865,10.0,12.0,16.0,14.0,14.0,11.0,11.0,14.0,16.0,10.0,8.0,9.0,11.0,Rosalina,Standard Bike,Sponge,Peach Parasol
3349,10.0,13.0,9.0,12.0,14.0,11.0,13.0,14.0,16.0,9.0,6.0,9.0,10.0,Wario,Biddybuggy,Sponge,Cloud Glider
3363,10.0,14.0,7.0,11.0,14.0,11.0,18.0,11.0,16.0,10.0,11.0,7.0,10.0,Wario,Landship,Roller,Peach Parasol
3856,10.0,12.0,15.0,11.0,13.0,12.0,12.0,15.0,15.0,11.0,10.0,11.0,9.0,Rosalina,Standard Bike,Button,Wario Wing
3749,10.0,8.0,13.0,12.0,12.0,14.0,13.0,12.0,17.0,9.0,7.0,8.0,10.0,Rosalina,Prancer,Sponge,Super Glider
3462,10.0,9.0,8.0,8.0,10.0,16.0,15.0,16.0,17.0,7.0,7.0,11.0,5.0,Wario,Blue Falcon,Button,Super Glider
3115,10.0,14.0,9.0,10.0,14.0,11.0,17.0,12.0,15.0,11.0,9.0,10.0,9.0,Wario,Pipe Frame,Roller,Cloud Glider
3752,10.0,9.0,14.0,11.0,13.0,13.0,12.0,13.0,16.0,9.0,8.0,7.0,11.0,Rosalina,Prancer,Sponge,Peach Parasol
3360,10.0,13.0,6.0,12.0,13.0,12.0,19.0,10.0,17.0,10.0,10.0,8.0,9.0,Wario,Landship,Roller,Super Glider
3753,10.0,13.0,13.0,13.0,14.0,11.0,13.0,12.0,14.0,12.0,10.0,12.0,11.0,Rosalina,Biddybuggy,Standard,Super Glider
3465,10.0,10.0,9.0,7.0,11.0,15.0,14.0,17.0,16.0,7.0,8.0,10.0,6.0,Wario,Blue Falcon,Button,Peach Parasol
3847,10.0,10.0,17.0,10.0,12.0,13.0,13.0,17.0,14.0,12.0,10.0,11.0,12.0,Rosalina,Standard Bike,Slim,Cloud Glider
3539,10.0,13.0,15.0,13.0,14.0,11.0,15.0,12.0,13.0,12.0,10.0,11.0,10.0,Rosalina,Pipe Frame,Standard,Cloud Glider
3756,10.0,14.0,14.0,12.0,15.0,10.0,12.0,13.0,13.0,12.0,11.0,11.0,12.0,Rosalina,Biddybuggy,Standard,Peach Parasol
3862,10.0,11.0,15.0,15.0,13.0,12.0,12.0,13.0,17.0,10.0,7.0,10.0,10.0,Rosalina,Standard Bike,Sponge,Super Glider
4182,10.0,16.0,10.0,10.0,16.0,8.0,13.0,11.0,13.0,13.0,11.0,13.0,13.0,Metal Mario,Biddybuggy,Roller,Cloud Glider
1796,10.0,10.0,10.0,9.0,12.0,10.0,7.0,9.0,9.0,11.0,11.0,10.0,11.0,Toadette,Sneeker,Monster,Wario Wing
3018,10.0,11.0,13.0,7.0,12.0,14.0,14.0,14.0,17.0,9.0,10.0,11.0,8.0,Donkey Kong,Blue Falcon,Roller,Wario Wing
5689,10.0,8.0,14.0,4.0,9.0,15.0,8.0,15.0,11.0,10.0,9.0,12.0,8.0,Tanooki Mario,Blue Falcon,Slick,Wario Wing
655,10.0,11.0,10.0,13.0,14.0,10.0,15.0,10.0,15.0,14.0,13.0,13.0,13.0,Luigi,Tanooki Kart,Roller,Super Glider
658,10.0,12.0,11.0,12.0,15.0,9.0,14.0,11.0,14.0,14.0,14.0,12.0,14.0,Luigi,Tanooki Kart,Roller,Peach Parasol
5679,10.0,10.0,13.0,11.0,12.0,12.0,10.0,13.0,11.0,8.0,10.0,10.0,9.0,Tanooki Mario,Blue Falcon,Monster,Peach Parasol
667,10.0,10.0,11.0,12.0,13.0,11.0,14.0,12.0,14.0,13.0,12.0,13.0,11.0,Luigi,Tanooki Kart,Button,Super Glider
670,10.0,11.0,12.0,11.0,14.0,10.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,Luigi,Tanooki Kart,Button,Peach Parasol
5676,10.0,9.0,12.0,12.0,11.0,13.0,11.0,12.0,12.0,8.0,9.0,11.0,8.0,Tanooki Mario,Blue Falcon,Monster,Super Glider
676,10.0,10.0,12.0,15.0,14.0,10.0,13.0,12.0,15.0,12.0,10.0,11.0,13.0,Luigi,Tanooki Kart,Sponge,Cloud Glider
681,10.0,12.0,10.0,11.0,14.0,12.0,12.0,12.0,14.0,12.0,11.0,11.0,12.0,Peach,Standard Kart,Standard,Wario Wing
684,10.0,11.0,10.0,14.0,14.0,11.0,12.0,12.0,11.0,9.0,8.0,9.0,11.0,Peach,Standard Kart,Monster,Cloud Glider
693,10.0,10.0,12.0,7.0,13.0,13.0,11.0,14.0,13.0,13.0,12.0,11.0,13.0,Peach,Standard Kart,Slim,Wario Wing
695,10.0,9.0,11.0,7.0,11.0,14.0,10.0,13.0,11.0,11.0,7.0,11.0,10.0,Peach,Standard Kart,Slick,Super Glider
5667,10.0,13.0,15.0,12.0,12.0,11.0,12.0,13.0,11.0,11.0,10.0,11.0,12.0,Tanooki Mario,Standard Bike,Off-Road,Peach Parasol
698,10.0,9.0,8.0,9.0,12.0,13.0,13.0,11.0,12.0,11.0,9.0,10.0,10.0,Peach,Standard Kart,Metal,Cloud Glider
5664,10.0,12.0,14.0,13.0,11.0,12.0,13.0,12.0,12.0,11.0,9.0,12.0,11.0,Tanooki Mario,Standard Bike,Off-Road,Super Glider
705,10.0,11.0,10.0,13.0,12.0,13.0,14.0,11.0,12.0,10.0,8.0,11.0,11.0,Peach,Standard Kart,Off-Road,Super Glider
708,10.0,12.0,11.0,12.0,13.0,12.0,13.0,12.0,11.0,10.0,9.0,10.0,12.0,Peach,Standard Kart,Off-Road,Peach Parasol
717,10.0,12.0,10.0,15.0,14.0,10.0,12.0,9.0,10.0,11.0,10.0,10.0,9.0,Peach,Pipe Frame,Monster,Super Glider
720,10.0,13.0,11.0,14.0,15.0,9.0,11.0,10.0,9.0,11.0,11.0,9.0,10.0,Peach,Pipe Frame,Monster,Peach Parasol
729,10.0,10.0,8.0,10.0,12.0,12.0,13.0,8.0,11.0,13.0,11.0,11.0,8.0,Peach,Pipe Frame,Metal,Super Glider
732,10.0,11.0,9.0,9.0,13.0,11.0,12.0,9.0,10.0,13.0,12.0,10.0,9.0,Peach,Pipe Frame,Metal,Peach Parasol
739,10.0,13.0,11.0,13.0,13.0,11.0,13.0,10.0,10.0,12.0,11.0,11.0,10.0,Peach,Pipe Frame,Off-Road,Wario Wing
745,10.0,11.0,8.0,13.0,14.0,12.0,13.0,13.0,15.0,11.0,10.0,13.0,11.0,Peach,Mach 8,Standard,Super Glider
748,10.0,12.0,9.0,12.0,15.0,11.0,12.0,14.0,14.0,11.0,11.0,12.0,12.0,Peach,Mach 8,Standard,Peach Parasol
5656,10.0,10.0,15.0,7.0,10.0,13.0,9.0,14.0,11.0,12.0,8.0,12.0,10.0,Tanooki Mario,Standard Bike,Slick,Super Glider
5690,10.0,7.0,10.0,7.0,9.0,15.0,12.0,11.0,13.0,10.0,10.0,12.0,7.0,Tanooki Mario,Blue Falcon,Metal,Super Glider
757,10.0,9.0,10.0,9.0,13.0,13.0,12.0,15.0,14.0,12.0,11.0,13.0,12.0,Peach,Mach 8,Slim,Super Glider
5693,10.0,8.0,11.0,6.0,10.0,14.0,11.0,12.0,12.0,10.0,11.0,11.0,8.0,Tanooki Mario,Blue Falcon,Metal,Peach Parasol
643,10.0,9.0,10.0,11.0,10.0,15.0,14.0,13.0,13.0,9.0,9.0,13.0,9.0,Luigi,Blue Falcon,Off-Road,Super Glider
5743,10.0,12.0,10.0,13.0,13.0,10.0,10.0,11.0,10.0,10.0,10.0,9.0,12.0,Cat Peach,Standard Kart,Monster,Peach Parasol
559,10.0,12.0,9.0,14.0,12.0,12.0,17.0,9.0,12.0,11.0,11.0,10.0,11.0,Luigi,Landship,Off-Road,Super Glider
562,10.0,13.0,10.0,13.0,13.0,11.0,16.0,10.0,11.0,11.0,12.0,9.0,12.0,Luigi,Landship,Off-Road,Peach Parasol
568,10.0,10.0,9.0,7.0,13.0,13.0,13.0,13.0,14.0,12.0,10.0,12.0,12.0,Luigi,Sneeker,Standard,Cloud Glider
5740,10.0,11.0,9.0,14.0,12.0,11.0,11.0,10.0,11.0,10.0,9.0,10.0,11.0,Cat Peach,Standard Kart,Monster,Super Glider
572,10.0,11.0,8.0,5.0,14.0,12.0,12.0,11.0,15.0,13.0,12.0,12.0,12.0,Luigi,Sneeker,Roller,Wario Wing
574,10.0,8.0,11.0,3.0,12.0,14.0,12.0,15.0,13.0,13.0,11.0,12.0,13.0,Luigi,Sneeker,Slim,Cloud Glider
5735,10.0,11.0,15.0,14.0,14.0,9.0,11.0,11.0,14.0,12.0,11.0,10.0,13.0,Tanooki Mario,Tanooki Kart,Sponge,Peach Parasol
582,10.0,10.0,9.0,4.0,13.0,13.0,11.0,13.0,14.0,12.0,11.0,12.0,10.0,Luigi,Sneeker,Button,Wario Wing
5732,10.0,10.0,14.0,15.0,13.0,10.0,12.0,10.0,15.0,12.0,10.0,11.0,12.0,Tanooki Mario,Tanooki Kart,Sponge,Super Glider
586,10.0,9.0,9.0,8.0,13.0,13.0,11.0,11.0,16.0,11.0,8.0,11.0,11.0,Luigi,Sneeker,Sponge,Super Glider
589,10.0,12.0,11.0,12.0,13.0,12.0,13.0,13.0,15.0,13.0,11.0,13.0,12.0,Luigi,Standard Bike,Standard,Super Glider
5726,10.0,11.0,14.0,11.0,13.0,10.0,12.0,12.0,13.0,13.0,13.0,12.0,11.0,Tanooki Mario,Tanooki Kart,Button,Wario Wing
592,10.0,13.0,12.0,11.0,14.0,11.0,12.0,14.0,14.0,13.0,12.0,12.0,13.0,Luigi,Standard Bike,Standard,Peach Parasol
5715,10.0,9.0,16.0,10.0,12.0,11.0,13.0,14.0,12.0,14.0,13.0,12.0,14.0,Tanooki Mario,Tanooki Kart,Slim,Cloud Glider
601,10.0,10.0,13.0,8.0,12.0,13.0,12.0,15.0,14.0,14.0,12.0,13.0,13.0,Luigi,Standard Bike,Slim,Super Glider
604,10.0,11.0,14.0,7.0,13.0,12.0,11.0,16.0,13.0,14.0,13.0,12.0,14.0,Luigi,Standard Bike,Slim,Peach Parasol
5712,10.0,12.0,13.0,12.0,14.0,9.0,13.0,10.0,14.0,14.0,14.0,12.0,13.0,Tanooki Mario,Tanooki Kart,Roller,Wario Wing
614,10.0,12.0,12.0,13.0,12.0,12.0,14.0,14.0,12.0,11.0,9.0,12.0,12.0,Luigi,Standard Bike,Off-Road,Cloud Glider
5703,10.0,11.0,14.0,14.0,13.0,10.0,14.0,12.0,13.0,13.0,12.0,12.0,13.0,Tanooki Mario,Tanooki Kart,Standard,Cloud Glider
619,10.0,12.0,12.0,12.0,14.0,11.0,10.0,13.0,16.0,12.0,10.0,11.0,12.0,Luigi,Standard Bike,Sponge,Wario Wing
623,10.0,10.0,10.0,9.0,12.0,14.0,12.0,14.0,15.0,11.0,12.0,13.0,10.0,Luigi,Blue Falcon,Standard,Wario Wing
5700,10.0,10.0,13.0,10.0,10.0,14.0,12.0,13.0,12.0,9.0,10.0,12.0,9.0,Tanooki Mario,Blue Falcon,Off-Road,Wario Wing
633,10.0,8.0,12.0,5.0,11.0,15.0,11.0,16.0,14.0,12.0,13.0,13.0,11.0,Luigi,Blue Falcon,Slim,Wario Wing
635,10.0,7.0,11.0,5.0,9.0,16.0,10.0,15.0,12.0,10.0,8.0,13.0,8.0,Luigi,Blue Falcon,Slick,Super Glider
646,10.0,10.0,11.0,10.0,11.0,14.0,13.0,14.0,12.0,9.0,10.0,12.0,10.0,Luigi,Blue Falcon,Off-Road,Peach Parasol
5654,10.0,11.0,16.0,7.0,12.0,12.0,10.0,15.0,13.0,14.0,13.0,12.0,13.0,Tanooki Mario,Standard Bike,Slim,Wario Wing
760,10.0,10.0,11.0,8.0,14.0,12.0,11.0,16.0,13.0,12.0,12.0,12.0,13.0,Peach,Mach 8,Slim,Peach Parasol
770,10.0,11.0,9.0,14.0,13.0,12.0,14.0,14.0,12.0,9.0,8.0,12.0,11.0,Peach,Mach 8,Off-Road,Cloud Glider
961,10.0,11.0,10.0,16.0,13.0,11.0,11.0,12.0,12.0,10.0,9.0,10.0,10.0,Peach,Standard Bike,Monster,Super Glider
5600,10.0,10.0,9.0,10.0,11.0,12.0,15.0,7.0,12.0,12.0,12.0,9.0,9.0,Tanooki Mario,Landship,Metal,Super Glider
964,10.0,12.0,11.0,15.0,14.0,10.0,10.0,13.0,11.0,10.0,10.0,9.0,11.0,Peach,Standard Bike,Monster,Peach Parasol
974,10.0,10.0,12.0,8.0,11.0,13.0,8.0,15.0,11.0,12.0,9.0,11.0,10.0,Peach,Standard Bike,Slick,Wario Wing
975,10.0,9.0,8.0,11.0,11.0,13.0,12.0,11.0,13.0,12.0,10.0,11.0,9.0,Peach,Standard Bike,Metal,Super Glider
983,10.0,12.0,11.0,14.0,12.0,12.0,12.0,13.0,12.0,11.0,10.0,11.0,11.0,Peach,Standard Bike,Off-Road,Wario Wing
