Coord1,Coord2,Coord3,Ind,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Anti-gravity Speed,On-road Traction,Ground Handling,18,,,13.0,,,,,9.0,,19.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,22,,,13.0,,,,,10.0,,18.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,20,,,12.0,,,,,10.0,,19.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,5,,,14.0,,,,,11.0,,16.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,6,,,11.0,,,,,11.0,,17.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,23,,,16.0,,,,,12.0,,15.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,3,,,13.0,,,,,12.0,,16.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,7,,,10.0,,,,,12.0,,17.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,0,,,14.0,,,,,13.0,,15.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,4,,,12.0,,,,,13.0,,16.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,1,,,12.0,,,,,14.0,,15.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,24,,,17.0,,,,,14.0,,14.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,14,,,18.0,,,,,14.0,,13.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,25,,,16.0,,,,,15.0,,14.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,15,,,19.0,,,,,16.0,,12.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,2,,,14.0,,,,,16.0,,14.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,10,,,20.0,,,,,17.0,,11.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,16,,,18.0,,,,,17.0,,12.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,11,,,19.0,,,,,18.0,,11.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,13,,,14.0,,,,,19.0,,10.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,9,,,18.0,,,,,19.0,,9.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,8,,,14.0,,,,,20.0,,7.0,,,
Anti-gravity Speed,On-road Traction,Ground Handling,12,,,13.0,,,,,20.0,,8.0,,,
Anti-gravity Speed,On-road Traction,Water Handling,14,,,10.0,,,,,8.0,,,20.0,,
Anti-gravity Speed,On-road Traction,Water Handling,18,,,14.0,,,,,9.0,,,18.0,,
Anti-gravity Speed,On-road Traction,Water Handling,16,,,13.0,,,,,9.0,,,19.0,,
Anti-gravity Speed,On-road Traction,Water Handling,17,,,13.0,,,,,10.0,,,17.0,,
Anti-gravity Speed,On-road Traction,Water Handling,15,,,12.0,,,,,10.0,,,18.0,,
Anti-gravity Speed,On-road Traction,Water Handling,5,,,14.0,,,,,11.0,,,16.0,,
Anti-gravity Speed,On-road Traction,Water Handling,6,,,11.0,,,,,11.0,,,17.0,,
Anti-gravity Speed,On-road Traction,Water Handling,4,,,13.0,,,,,12.0,,,16.0,,
Anti-gravity Speed,On-road Traction,Water Handling,19,,,14.0,,,,,13.0,,,15.0,,
Anti-gravity Speed,On-road Traction,Water Handling,20,,,17.0,,,,,14.0,,,14.0,,
Anti-gravity Speed,On-road Traction,Water Handling,1,,,12.0,,,,,14.0,,,15.0,,
Anti-gravity Speed,On-road Traction,Water Handling,3,,,15.0,,,,,15.0,,,14.0,,
Anti-gravity Speed,On-road Traction,Water Handling,12,,,16.0,,,,,15.0,,,13.0,,
Anti-gravity Speed,On-road Traction,Water Handling,2,,,14.0,,,,,16.0,,,13.0,,
Anti-gravity Speed,On-road Traction,Water Handling,13,,,19.0,,,,,16.0,,,12.0,,
Anti-gravity Speed,On-road Traction,Water Handling,0,,,13.0,,,,,17.0,,,12.0,,
Anti-gravity Speed,On-road Traction,Water Handling,10,,,20.0,,,,,17.0,,,11.0,,
Anti-gravity Speed,On-road Traction,Water Handling,9,,,19.0,,,,,18.0,,,10.0,,
Anti-gravity Speed,On-road Traction,Water Handling,8,,,18.0,,,,,19.0,,,9.0,,
Anti-gravity Speed,On-road Traction,Water Handling,7,,,14.0,,,,,20.0,,,7.0,,
Anti-gravity Speed,On-road Traction,Water Handling,11,,,13.0,,,,,20.0,,,8.0,,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,24,,,6.0,,,,,8.0,,,,20.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,26,,,14.0,,,,,9.0,,,,15.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,21,,,11.0,,,,,10.0,,,,18.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,22,,,12.0,,,,,10.0,,,,17.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,27,,,13.0,,,,,10.0,,,,16.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,23,,,9.0,,,,,10.0,,,,19.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,19,,,10.0,,,,,11.0,,,,18.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,20,,,11.0,,,,,11.0,,,,17.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,25,,,12.0,,,,,11.0,,,,16.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,5,,,12.0,,,,,12.0,,,,15.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,6,,,10.0,,,,,12.0,,,,16.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,7,,,7.0,,,,,12.0,,,,17.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,3,,,11.0,,,,,13.0,,,,15.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,4,,,9.0,,,,,13.0,,,,16.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,2,,,10.0,,,,,14.0,,,,15.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,31,,,13.0,,,,,15.0,,,,14.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,29,,,15.0,,,,,15.0,,,,13.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,30,,,16.0,,,,,15.0,,,,12.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,1,,,11.0,,,,,16.0,,,,14.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,28,,,14.0,,,,,16.0,,,,13.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,0,,,12.0,,,,,17.0,,,,13.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,17,,,17.0,,,,,17.0,,,,11.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,12,,,20.0,,,,,17.0,,,,8.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,18,,,15.0,,,,,17.0,,,,12.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,14,,,19.0,,,,,18.0,,,,9.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,13,,,18.0,,,,,18.0,,,,10.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,15,,,16.0,,,,,18.0,,,,11.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,11,,,18.0,,,,,19.0,,,,9.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,10,,,17.0,,,,,19.0,,,,10.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,16,,,12.0,,,,,20.0,,,,9.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,9,,,14.0,,,,,20.0,,,,7.0,
Anti-gravity Speed,On-road Traction,Anti-gravity Handling,8,,,13.0,,,,,20.0,,,,8.0,
Anti-gravity Speed,On-road Traction,Air Handling,15,,,14.0,,,,,9.0,,,,,19.0
Anti-gravity Speed,On-road Traction,Air Handling,13,,,13.0,,,,,9.0,,,,,20.0
Anti-gravity Speed,On-road Traction,Air Handling,16,,,13.0,,,,,10.0,,,,,18.0
Anti-gravity Speed,On-road Traction,Air Handling,14,,,12.0,,,,,10.0,,,,,19.0
Anti-gravity Speed,On-road Traction,Air Handling,5,,,14.0,,,,,11.0,,,,,17.0
Anti-gravity Speed,On-road Traction,Air Handling,6,,,11.0,,,,,11.0,,,,,18.0
Anti-gravity Speed,On-road Traction,Air Handling,3,,,13.0,,,,,12.0,,,,,17.0
Anti-gravity Speed,On-road Traction,Air Handling,4,,,12.0,,,,,13.0,,,,,16.0
Anti-gravity Speed,On-road Traction,Air Handling,17,,,17.0,,,,,14.0,,,,,15.0
Anti-gravity Speed,On-road Traction,Air Handling,18,,,16.0,,,,,15.0,,,,,14.0
Anti-gravity Speed,On-road Traction,Air Handling,1,,,15.0,,,,,15.0,,,,,15.0
Anti-gravity Speed,On-road Traction,Air Handling,2,,,14.0,,,,,16.0,,,,,14.0
Anti-gravity Speed,On-road Traction,Air Handling,12,,,19.0,,,,,16.0,,,,,13.0
Anti-gravity Speed,On-road Traction,Air Handling,0,,,13.0,,,,,17.0,,,,,13.0
Anti-gravity Speed,On-road Traction,Air Handling,9,,,20.0,,,,,17.0,,,,,12.0
Anti-gravity Speed,On-road Traction,Air Handling,10,,,19.0,,,,,18.0,,,,,11.0
Anti-gravity Speed,On-road Traction,Air Handling,8,,,18.0,,,,,19.0,,,,,10.0
Anti-gravity Speed,On-road Traction,Air Handling,7,,,14.0,,,,,20.0,,,,,8.0
Anti-gravity Speed,On-road Traction,Air Handling,11,,,13.0,,,,,20.0,,,,,9.0
Anti-gravity Speed,Off-road Traction,Weight,2,10.0,,,20.0,,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,0,11.0,,,19.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,3,9.0,,,20.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,1,10.0,,,19.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,20,15.0,,,18.0,,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,24,18.0,,,16.0,,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,23,20.0,,,13.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,22,16.0,,,17.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,21,14.0,,,18.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,25,19.0,,,15.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,17,17.0,,,16.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,8,19.0,,,14.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,18,16.0,,,16.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,19,18.0,,,15.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,7,20.0,,,12.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,15,14.0,,,14.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,9,17.0,,,13.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,10,16.0,,,13.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,11,18.0,,,12.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,4,19.0,,,11.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,16,12.0,,,8.0,,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,12,15.0,,,7.0,,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,13,14.0,,,7.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,14,16.0,,,6.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,6,18.0,,,4.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Weight,5,17.0,,,5.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,67,,19.0,,15.0,,,,3.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,30,,18.0,,16.0,,,,4.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,68,,17.0,,17.0,,,,4.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,32,,16.0,,18.0,,,,5.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,65,,20.0,,13.0,,,,5.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,18,,16.0,,17.0,,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,24,,20.0,,11.0,,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,25,,19.0,,14.0,,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,66,,18.0,,15.0,,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,29,,14.0,,19.0,,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,31,,15.0,,18.0,,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,64,,18.0,,14.0,,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,28,,17.0,,16.0,,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,14,,19.0,,13.0,,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,17,,14.0,,18.0,,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,26,,18.0,,13.0,,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,27,,16.0,,16.0,,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,16,,17.0,,15.0,,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,38,,12.0,,19.0,,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,70,,19.0,,12.0,,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,13,,17.0,,14.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,35,,15.0,,17.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,36,,10.0,,20.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,3,,18.0,,12.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,15,,16.0,,15.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,37,,11.0,,19.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,34,,14.0,,17.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,33,,13.0,,18.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,22,,15.0,,16.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,23,,10.0,,19.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,5,,16.0,,14.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,69,,17.0,,13.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,71,,18.0,,11.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,75,,10.0,,18.0,,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,20,,13.0,,17.0,,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,2,,16.0,,13.0,,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,4,,17.0,,11.0,,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,21,,14.0,,16.0,,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,19,,15.0,,15.0,,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,10,,14.0,,15.0,,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,12,,10.0,,17.0,,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,74,,16.0,,12.0,,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,72,,15.0,,14.0,,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,73,,13.0,,16.0,,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,11,,9.0,,18.0,,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,6,,14.0,,14.0,,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,8,,15.0,,12.0,,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,9,,13.0,,15.0,,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,63,,9.0,,17.0,,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,7,,12.0,,16.0,,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,60,,12.0,,15.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,62,,8.0,,17.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,61,,7.0,,18.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,1,,14.0,,11.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,0,,13.0,,13.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,39,,15.0,,8.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,47,,14.0,,9.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,56,,12.0,,14.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,57,,10.0,,16.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,58,,13.0,,12.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,59,,11.0,,15.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,40,,12.0,,11.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,41,,13.0,,9.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,53,,11.0,,13.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,55,,8.0,,15.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,54,,6.0,,16.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,49,,9.0,,14.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,51,,12.0,,10.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,52,,10.0,,13.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,48,,11.0,,12.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,46,,8.0,,12.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,45,,10.0,,9.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,43,,7.0,,13.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,42,,9.0,,11.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,50,,9.0,,8.0,,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,Acceleration,44,,7.0,,7.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,35,,,12.0,19.0,,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,34,,,11.0,20.0,,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,1,,,9.0,20.0,,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,0,,,11.0,19.0,,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,32,,,18.0,17.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,31,,,17.0,18.0,,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,17,,,19.0,14.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,30,,,16.0,16.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,16,,,18.0,15.0,,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,33,,,19.0,11.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,27,,,16.0,14.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,26,,,15.0,15.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,24,,,13.0,16.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,12,,,17.0,13.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,13,,,18.0,12.0,,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,22,,,12.0,14.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,18,,,19.0,9.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,19,,,20.0,8.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,6,,,13.0,13.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,8,,,16.0,12.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,9,,,17.0,11.0,,,,17.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,15,,,19.0,6.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,3,,,13.0,11.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,20,,,11.0,13.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,14,,,18.0,7.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,25,,,14.0,10.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,2,,,12.0,12.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,28,,,16.0,9.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,29,,,17.0,8.0,,,,18.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,7,,,14.0,7.0,,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,10,,,17.0,6.0,,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,23,,,13.0,8.0,,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,11,,,18.0,5.0,,,,19.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,21,,,12.0,7.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,5,,,14.0,5.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,On-road Traction,4,,,13.0,6.0,,,,20.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,50,,,,18.0,18.0,,,3.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,48,,,,14.0,20.0,,,4.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,46,,,,17.0,18.0,,,4.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,49,,,,16.0,19.0,,,5.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,44,,,,13.0,20.0,,,5.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,22,,,,18.0,17.0,,,5.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,53,,,,19.0,16.0,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,45,,,,15.0,19.0,,,6.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,51,,,,17.0,17.0,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,47,,,,18.0,16.0,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,52,,,,20.0,14.0,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,21,,,,16.0,18.0,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,16,,,,13.0,19.0,,,7.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,17,,,,15.0,18.0,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,26,,,,19.0,15.0,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,11,,,,16.0,17.0,,,8.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,8,,,,12.0,19.0,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,43,,,,15.0,17.0,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,20,,,,18.0,15.0,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,24,,,,17.0,16.0,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,25,,,,20.0,13.0,,,9.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,18,,,,16.0,16.0,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,19,,,,19.0,13.0,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,10,,,,14.0,18.0,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,23,,,,18.0,14.0,,,10.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,9,,,,11.0,18.0,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,15,,,,17.0,15.0,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,3,,,,13.0,17.0,,,11.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,13,,,,15.0,16.0,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,5,,,,12.0,17.0,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,14,,,,18.0,13.0,,,12.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,7,,,,14.0,16.0,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,12,,,,16.0,14.0,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,42,,,,17.0,13.0,,,13.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,2,,,,13.0,15.0,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,4,,,,15.0,14.0,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,6,,,,11.0,16.0,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,41,,,,18.0,11.0,,,14.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,40,,,,16.0,12.0,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,1,,,,10.0,15.0,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,39,,,,14.0,14.0,,,15.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,38,,,,11.0,14.0,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,37,,,,15.0,12.0,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,36,,,,13.0,13.0,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,35,,,,16.0,9.0,,,16.0,,,,,
Anti-gravity Speed,Off-road Traction,Mini-Turbo,0,,,,8.0,13.0,,,17.0,,,,,
